Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
L7iaqE_dJQU,Taw Haa Tv,2023-08-06T14:03:04Z,একাকিত্ব আল্লাহর বড় নেয়ামত। আবু ত্বহা মুহাম্মদ আদনান । Abu toha Mohammad Adnan,Miscellaneous,আল্লাহ আমাদের মনের পেরেশানি গুলো দুর করে দিন,আল্লাহ আমাদের মনের পেরেশানিগুলো দূর করে দিন।,"পেরেশানি গুলো-পেরেশানিগুলো, দুর-দূর।"
1vvPhwnSTFY,Dhruba Clips,2019-09-10T14:12:09Z,গার্লফ্রেন্ড এর প্যারা কাকে বলে । পুলিশ নিয়ে বয়ফ্রেন্ডের বাসায় হাজির | আফরান নিশো | তানজিন তিশা,Entertainment,ব্যাচেলার পয়েন্ট কবে আসবে ভাই,ব্যাচেলর পয়েন্ট কবে আসবে ভাই?,ব্যাচেলার - ব্যাচেলর।
7izt614wtgI,Eagle Music Video Station,2016-07-05T21:08:16Z,BAHUDORE | Imran | Brishty | Official Music Video | 2016,Entertainment ,জানি না কে আমার.... কাকে এমন মিস করে মন.... আমি এমন একটি মানুষ চাই যার মন ভেঙ্গে গেছে....... কারন সে ভালবাসার মর্যাদা জানে......,জানি না কে আমার.... কাকে এমন মিস করে মন.... আমি এমন একটি মানুষ চাই যার মন ভেঙে গেছে....... কারণ সে ভালোবাসার মর্যাদা জানে......,"ভেঙ্গে-ভেঙে, কারন-কারণ, ভালবাসার-ভালোবাসার।"
CSGiwf7KlrQ,KAMRUF Multimedia,2012-12-27T13:47:46Z,"Bangladesh National Anthem , My golden Bengal আমার সোনার বাংলা, Amar Shonar Bangla   -  HD HQ",Entertainment,জাতীয় সংগীত শুনতে শুনতে স্কুল লাইফের সেই কথা গুুলো মনে পড়ে গেলো যখন সবাই মিলে প্রতিদিন সকালে জাতীয় সংগীত গাইতাম  Love you Bangladesh,"জাতীয় সংগীত শুনতে শুনতে স্কুল জীবনের সেই কথাগুলো মনে পড়ে গেল, যখন সবাই মিলে প্রতিদিন সকালে জাতীয় সংগীত গাইতাম। লাভ ইউ বাংলাদেশ।","গুুলো-গুলো, লাইফের-জীবনের, গেলো-গেল।"
99H2SSopHl4,Shahriar Nazim Joy Show,2023-06-19T18:48:04Z,শাকিব খান এবং অপু বিশ্বাসকে নিয়ে বুবলির সম্পূর্ণ ইন্টারভিউ,Miscellaneous,"যে কারও কান্না দেখলে আমার চোখে পানি আসেনি এমন কখনও হয়নি,, কিন্ত বুবলির কান্না দেখলে আমার চোখে পানি আসে না,, বুজলাম না কেন😒😒😒","যে কারও কান্না দেখলে আমার চোখে পানি আসেনি এমন কখনও হয়নি, কিন্তু বুবলির কান্না দেখলে আমার চোখে পানি আসে না, বুঝলাম না কেন।","কিন্ত-কিন্তু, বুজলাম-বুঝলাম, কেন😒😒😒-কেন।"
BoyghBx9qyM,Desh TV News,2023-06-16T05:45:20Z,"মদ হাতে, দুই নারী নিয়ে উন্মত্ত আ. লীগ নেতার অশ্লীল ভিডিও ভাইরাল | Awami League Leader | Desh TV News",News,নিরপেক্ষ নির্বাচন দিয়ে এই সুখের সম্রাজ্য কেউ ঝুকির মুখে ফেলতে চাইবেনা এটাই স্বাভাবিক।,"নিরপেক্ষ নির্বাচন দিয়ে এই সুখের সাম্রাজ্য কেউ ঝুঁকির মুখে ফেলতে চাইবে না, এটাই স্বাভাবিক।","ঝুকির-ঝুঁকির, চাইবেনা-চাইবে না, এটাই স্বাভাবিক।-এটাই স্বাভাবিক।"
q_jay8DoSLI,Nexus Television,2023-07-30T15:01:00Z,"ইধিকা পাল - পর্ব ০১ ।। ""দ্য আরজে কিবরিয়া শো"" ।। Nexus television",Entertainment,বুবলিকে না নিয়ে  ভালো করেছে ইধিকার জন্য ছবিটা অনেক সুন্দর লাগতাছে বুবলি পিওতোমা ছবি থেকে  বাদ দিয়ে  খুব ভালো হয়ে ছে,"বুবলিকে না নিয়ে ভালো করেছে, ইধিকার জন্য ছবিটা অনেক সুন্দর লাগছে। বুবলিকে প্রথম ছবি থেকে বাদ দিয়ে খুব ভালো হয়েছে।","ইধিকার-ইধিকার, লাগতাছে-লাগছে, পিওতোমা-প্রথম, ছে-হয়েছে।"
7QHR16rEt3E,Laser Vision,2017-12-14T14:34:51Z,"Guerrilla | Bangla Movie |  Joya Ahsan, Ferdous | Nasiruddin Yousuff |",Entertainment,সবথেকে দালাল গুলো খারাপ ছিল। নিজের দেশের সাথে বেইমানী করেছে।😢,সবথেকে খারাপ দালালগুলো ছিল। তারা নিজের দেশের সাথে বেইমানি করেছে। 😢,"সবথেকে দালাল গুলো খারাপ ছিল - সবথেকে খারাপ দালালগুলো ছিল: Changed word order for better flow and grammar; নিজের দেশের সাথে বেইমানী করেছে - তারা নিজের দেশের সাথে বেইমানি করেছে: Added ""তারা"" for clarity and to avoid ambiguity."
n1x5LzKlESI,Bayanno TV,2023-12-29T14:35:35Z,ঘরের ‘বাইরে খেতে’ যেতে না পারায় প্রধানমন্ত্রীর আফসোস! | Sheikh Hasina | rafsan the choto bhai,Entertainment,পৃথিবীর বিভিন্ন রাষ্ট্রের প্রধানমন্ত্রী মন্ত্রীরা হেটে বা বাই সাইকেল চালিয়ে কার্যালয়ে জেতে পারে আপনি সিকিউরিটি থাকা সর্তে ও বাহিরে যেতে পারন না। এর কারণ কি,"পৃথিবীর বিভিন্ন রাষ্ট্রের প্রধানমন্ত্রী, মন্ত্রীরা হেঁটে বা বাইসাইকেল চালিয়ে কার্যালয়ে যেতে পারেন। আপনার সিকিউরিটি/নিরাপত্তা থাকা সত্ত্বেও আপনি বাহিরে যেতে পারেন না। এর কারণ কি?","মন্ত্রীরা-মন্ত্রীরা, জেতে-যেতে, সর্তে-সত্ত্বেও, পারন-পারেন, সিকিউরিটি-সিকিউরিটি/নিরাপত্তা।"
3DhHG1wL1Mo,NEWS24,2022-04-05T11:53:46Z,"কৃষগহ্বর অথবা তারকা খ্যাতির ফাঁদে | Team Undercover | টিম আন্ডারকাভার 2nd April, 2022| 2Apr.22",News,"ধর্ষককে যেভাবে ভাইয়া বলতেছে,মনে হয় ওনার জীবনে বড় উপকার করেছে।","ধর্ষককে যেভাবে ভাইয়া বলছে, মনে হয় সে ওনার জীবনে বড় উপকার করেছে।","বলতেছে-বলছে, করেছে-করেছে, ওনার-তার/তাঁর/ওনাকে।"
