Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
u6KAz-_renI,Burnabee Drama,2023-10-09T10:00:43Z,Maya | মায়া | Nirjon Nahuel | Kaspria | Nazmul Evan | Burnabee Drama | Bangla Natok 2023,Entertainment,সত্যিই বলছি 😢 আজ পর্যন্ত একটাও নাটক দেইখা চোখে জল আসে নাই কিন্তু এ নাটক টা দেখে সত্যিই চোকে জল চোলে আসছে 😭😭,"সত্যি বলছি 😢 আজ পর্যন্ত একটাও নাটক দেখে চোখে জল আসে নাই, কিন্তু এই নাটকটা দেখে সত্যি চোখে জল চলে আসছে 😭😭","দেইখা-দেখে, এ-এই, চোকে-চোখে, চোলে-চলে।"
TWsDvvoGD7I,Club 11 Entertainment,2023-06-30T13:00:09Z,Kidney (কিডনি) | Eid Natok | Polash | Chashi | Evana | Shimul | Ome | Munna | New Bangla Natok 2023,Entertainment,হাসতে হাসতে পেট ব্যাথা হয়ে গেছে 😂😂😂 Fantastic নাটক 🎉🎉🎉,হাসতে হাসতে পেট ব্যথা হয়ে গেছে 😂😂😂 Fantastic নাটক 🎉🎉🎉,ব্যাথা-ব্যথা।
dvbhI7lB5Yg,বিস্ময় বাংলা,2023-05-01T11:00:23Z,যে ৫টি কারনে ২০২৩ বিশ্বকাপ জিততে পারে বাংলাদেশ || 5 Reason Bangladesh Could Win World Cup 2023,Miscellaneous,ইদানিং বিস্ময় বাংলা চ্যানেলে প্রত্যাশিত ভিউ হচ্ছে না। আমরা যদি সবাই সব সময়  বিস্ময় বাংলার পাশে না থাকি তাহলে তারা ভিডিও বানানোর উৎসাহ পাবে না।তাই আমরা চেষ্টা করবো সবসময় বিস্ময় বাংলার পাশে থাকতে! সবাইকে ধন্যবাদ।,"ইদানিং বিস্ময় বাংলা চ্যানেলে প্রত্যাশিত ভিউ হচ্ছে না। আমরা যদি সবাই সবসময় বিস্ময় বাংলার পাশে না থাকি, তাহলে তারা ভিডিও বানানোর উৎসাহ পাবে না। তাই আমরা চেষ্টা করব সবসময় বিস্ময় বাংলার পাশে থাকতে! সবাইকে ধন্যবাদ।","সব সময় - সবসময়, কমা যুক্ত করা-কমা(,) যুক্ত করা, করবো-করব।"
16IJh8Quuv8,BBC News বাংলা,2021-03-24T13:00:15Z,যে প্রেম কাহিনী কোন বাধা মানেনি | BBC Bangla,Miscellaneous,অথচ আমার কয়েক বছরের সম্পর্ক টাও টিকল না😭,অথচ আমার কয়েক বছরের সম্পর্কটাও টিকল না। 😭,টাও-টাও।
ZzBL2kwtLpo,94.4 JAGO FM,2018-07-14T03:07:51Z,পরীর দেশে মানুষ নিয়ে কি করে পরীরা | Bhoot Studio,Entertainment,ভাই আপনার জিবন কাহিনি সুনি খুব লাগতাছে,ভাই আপনার জীবন কাহিনী শুনতে খুব ভালো লাগছে।,"জিবন-জীবন, কাহিনি-কাহিনী, সুনি-শুনতে, লাগতাছে-লাগছে, খুব লাগতাছে - খুব ভালো লাগছে."
C-2-m4CVfRY,ATN Bangla News,2023-11-07T08:31:11Z,এ নেশার শেষ কোথায় ? Ali Asgar Emon | Special News | ATN Bangla,News,সাংবাদিক ভাইকে অসংখ্য ধন্যবাদ।  এদের জন্য সযকারকে ভালো উদ্যোগ নিতে হবে।,সাংবাদিক ভাইকে অসংখ্য ধন্যবাদ। এদের জন্য সরকারকে ভালো উদ্যোগ নিতে হবে।,সযকারকে-সরকারকে
hQba0ZFCvBo,BBC News বাংলা,2020-06-09T11:23:29Z,মুগদা হাসপাতাল এলাকা থেকে তোলা যে ছবি ফেসবুকে ভাইরাল,News,"সেই বিভীষিকা ময় মহান দিনে আল্লাহ আপনাকে হাউজে কাওছার নসীব করুক এই দোয়া রইল,,, সত্যি বলবো আপনি খুব ভাগ্যবান কারন আপনি একজন মুমূর্ষু মানুষের পাশে দাঁড়াতে পারছেন,,,অনেকেই তো পাশে থেকেও পারেনি,,,,আল্লাহ আপনাকে কবুল করছেন বিদায় আপনার দ্বারা সম্ভব হইছে,,,, আল্লাহ আমাদের সবাইকে আপনার মতো কবুল করুক,,,,আর হেদায়াত নসীব করুক,,,,, আমীন","সেই বিভীষিকাময় মহান দিনে আল্লাহ আপনাকে হাউজে কাওসার নসিব করুক, এই দোয়া রইল। সত্যি বলব, আপনি খুব ভাগ্যবান, কারণ আপনি একজন মুমূর্ষু মানুষের পাশে দাঁড়াতে পারছেন। অনেকেই তো পাশে থেকেও পারেনি। আল্লাহ আপনাকে কবুল করেছেন, বিদায়/বিধায় আপনার দ্বারা সম্ভব হয়েছে। আল্লাহ আমাদের সবাইকে আপনার মতো কবুল করুক এবং হেদায়াত নসিব করুক। আমিন।","ময়-ময়, কাওছার-কাওসার, বলবো-বলব, পারছেন,,, - পারছেন।, বিদায়-বিদায়/বিধায়, হইছে-হয়েছে, করুক,,,, - করুক, নসীব-নসিব।"
qbN7DtPAKQo,Eagle Music Video Station,2018-04-26T12:37:36Z,Oporadhi | Ankur Mahamud Feat Arman Alif | Bangla Song 2018 | Official Video,Entertainment,সময় তখনি ভালো ছিলো ২০১৮থেকে ১৯ সাল। হাতে ছিলো ছোটো একটা বাটন ফোন সারাদিন এইসব গান শুনতাম😢,"সময় তখনই ভালো ছিল, ২০১৮ থেকে ২০১৯ সাল। হাতে ছিল ছোট একটা বাটন ফোন, সারাদিন এইসব গান শুনতাম। 😢","তখনি - তখনই, ছিলো - ছিল, ১৯ সাল- ২০১৯ সাল, ছোটো-ছোট, এইসব-এই সব।"
Uu967gl03MU,Zunaid Ahmed Palak,2016-03-08T17:34:27Z,বঙ্গবন্ধুর ঐতিহাসিক ৭ই মার্চের ভাষণ | Historical 07th March Speech of Bangabandhu,Politics,"বঙ্গবন্ধু বন্ধুর ভাষণ শুনলে শিহরিত হয়। গায়ের লোম খাড়া হয়ে যায়। জয় বাংলা , জয়  বাংলাদেশ, জয় বঙ্গবন্ধু","বঙ্গবন্ধুর বন্ধুর ভাষণ শুনলে শিহরিত হতে হয়। গায়ের লোম খাড়া হয়ে যায়। জয় বাংলা, জয় বাংলাদেশ, জয় বঙ্গবন্ধু।","বন্ধুর-বঙ্গবন্ধুর, হয়-হতে হয়, ,-,।"
gYTFSM2S2QQ,SOMOY TV,2023-09-19T14:35:00Z,যুক্তরাষ্ট্রে তেলাপিয়া মাছ খেয়ে হাত-পা হারালেন এক নারী! | Tilapia Alert | US woman | USA | Somoy TV,News,শুধু তেলাপিয়া না সকল ধরনের মাছ ভালোমতো রান্না করে খেতে হবে তাহলে এরকম ধরনের রোগ থেকে বাঁচা যাবে,"শুধু তেলাপিয়া নয়, সব ধরনের মাছ ভালোমতো রান্না করে খেতে হবে। তাহলে এ ধরনের রোগ থেকে বাঁচা যাবে।","তেলাপিয়া না-তেলাপিয়া নয়, সকল-সব, এরকম-এ।"
