Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
Y5j9KLtRb2g,BBC News বাংলা,2021-08-19T06:00:11Z,তালেবান যোদ্ধারা আফগানিস্তান ও পাকিস্তান সীমান্তের পাহারায় | BBC Bangla,News,তালেবান এখন শান্তি প্রতিষ্ঠা করছে। দোয়া রইলো।,তালেবান এখন শান্তি প্রতিষ্ঠা করছে। দোয়া রইল।,রইলো - রইল।
-m8yrtD3Ak8,Farjana Drawing Academy,2017-03-13T14:36:50Z,How to draw scenery of Language Movement Step by step || Art video, Miscellaneous,আমি  তোমার ছবি পছন্দ কোরেছি,আমি তোমার ছবি পছন্দ করেছি।,কোরেছি-করেছি।
LlkPYoxF5j0,Baseera,2021-06-13T05:09:16Z,"কেমন হবে আপনার মৃত্যু? (জীবন - মৃত্যু - জীবন, পর্ব ১ - মৃত্যু) [Re-Upload]",Miscellaneous,আললাহ  ঈমানের সাথে মৃত্যু দিও এবং  ডান পাশের  লোকের সাথে থাকার  তওফিক দান করুন ।আমিন,আল্লাহ ঈমানের সাথে মৃত্যু দিও এবং ডান পাশের লোকের সাথে থাকার তৌফিক দান করুন। আমিন।,"আললাহ-আল্লাহ,দিও-দিও, পাশের -পাশের।"
0zEizwPZUzw,Ring Media,2020-05-30T14:30:09Z,Fake ID | Afran Nisho | Tasnia Farin | Noyeem Imtiaz Neamul | New Eid Natok 2020,Miscellaneous,আমি ইন্ডিয়া থেকে আমার খুব ভালো লাগে আফরান নিশো কে সব নাটক আমি দাকি,"আমি ইন্ডিয়া থেকে বলছি, আমার আফরান নিশোকে খুব ভালো লাগে । তাঁর সব নাটক আমি দেখি।","ইন্ডিয়া-ইন্ডিয়া, আমার খুব ভালো লাগে আফরান নিশো কে-আমার আফরান নিশোকে খুব ভালো লাগে, দাকি-দেখি, কে-তাঁর, সব নাটক আমি দাকি-সব নাটক আমি দেখি।"
_EsSfTK06pc,Pinaki Bhattacharya,2024-01-17T13:05:49Z,হোক পালটা আঘাত || Pinaki Bhattacharya || The Untold,Miscellaneous,প্রত্যেক দেশপ্রেমিক বাংলাদেশীর জন্য ফরজ হচ্ছে সবদিক থেকে ভারত ও ভারতের সকল পণ্য অবিলম্বে বয়কট করা ! 😮,প্রত্যেক দেশপ্রেমিক বাংলাদেশীর জন্য ফরজ হচ্ছে সব দিক থেকে ভারত ও ভারতের সকল পণ্য অবিলম্বে বয়কট করা!,সবদিক - সব দিক।
F0E-G00DUrA,Shohid On The Go Europe,2023-08-25T10:06:31Z,15 বছর সাত মাসে এই ভাইয়া জীবনের কত বড় রিক্স নিয়ে ইউরোপে এসেছে দেখেন,Miscellanous,"ওনার বয়স যদি এখনো পাসপোর্টে ১৬ বছর না হয়,তা হলে ওনি কি করে কাতার গেছে,এটাই তো মাথায় ডুকতেছে না,😂","ওনার/তাঁর বয়স যদি এখনো পাসপোর্টে ১৬ বছর না হয়ে থাকে, তাহলে উনি কি করে কাতার গেছেন, এটাই তো মাথায় ঢুকছে না। 😂","না হয়,তা-না হয়ে থাকে, ওনি-উনি, গেছে-গেছেন, ডুকতেছে-ঢুকছে।"
vmFrsGYNLgQ,BBC News বাংলা,2020-08-15T09:00:13Z,শেখ মুজিব হত্যার পর জেনারেল জিয়া যে মন্তব্য করেছিলেন,News,সেনাবাহিনীর কেউ যদি রাস্ট্রের বিরুদ্ধে সড়জন্ত্র করে সেনাবাহিনীর আইন অনুযায়ী তাদের  বিচার হয়  আগেও হয়েছে এখনও হচ্ছে।,"সেনাবাহিনীর কেউ যদি রাষ্ট্রের বিরুদ্ধে ষড়যন্ত্র করে, সেনাবাহিনীর আইন অনুযায়ী তাদের বিচার হয়, আগেও হয়েছে, এখনও হচ্ছে।","রাস্ট্রের-রাষ্ট্রের, সড়জন্ত্র-ষড়যন্ত্র, তাদের  বিচার-তাদের বিচার।"
4wUXS_W-mtE,Mr Luxsu,2022-04-06T08:00:02Z,Barishal । বরিশাল । Barishal Travel Vlog । History of Barishal Bangladesh । Barishal Vromon Guide,Miscellaneous,অসাধারণ ভাই! আমিও বরিশালের আমি গর্ভিত আমি বরিশালের ছেলে! ধন্যবাদ আপনাকে,অসাধারণ ভাই! আমিও বরিশালের। আমি গর্বিত যে আমি বরিশালের ছেলে! ধন্যবাদ আপনাকে।,"বরিশালের-বরিশালের।/বরিশালের!-বরিশালের।, আমি গর্ভিত আমি বরিশালের ছেলে!-আমি গর্বিত যে আমি বরিশালের ছেলে!"
iwIvKT2Gsak,Gogon SaKib,2022-11-22T03:45:10Z,ফুটবল বিশ্বকাপ নিয়ে গগন ও সুমাইয়ার ডুয়েট গান🔥GOGON ft. SUMAIYA | জমবে রে জমবে এবার ফুটবল বিশ্বকাপ,Entertainment,💯💯💯বিশ্বকাপ নেওয়ার আর্জেন্টিনা সাকিব ভাই দোয়া রইল ভালোভাবে গান করার জন্য ৫ হাজার মিলিয়ন মানুষের দোয়া রইল🤟🤟🤟💯💯💯,"বিশ্বকাপ নেওয়ার জন্য আর্জেন্টিনা, সাকিব ভাই দোয়া রইল। ভালোভাবে গান করার জন্য ৫ হাজার মিলিয়ন মানুষের দোয়া রইল।","নেওয়ার-নেওয়ার জন্য, জন্য- , রইল ভালোভাবে গান করার জন্য- ভালোভাবে গান করার জন্য।"
Np5gpPNhuqI,CD PLUS Entertainment,2020-12-08T14:20:37Z,Best Of Moushumi | Bangla Movie Songs | Vol 1 | 5 Superhit Movie Video Songs,Entertainment,মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি যার তুলুনা মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি,মৌসুমী যার তুলনা নেই।,মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি যার তুলুনা মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি মৌসুমি - মৌসুমী যার তুলনা নেই।
