Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
uyRiZSoQ1xs,SOMOY TV,2022-08-29T05:50:00Z,EXCLUSIVE: ঢাকার বাইরে সহিংস হয়ে উঠছে রাজনীতি! | Politics of Bangladesh | Awami League | BNP,News,আগেরবার শামিম সাহেব পালিয়ে গিয়েছিলেন... এবার আর সহিংসতা করে পালাতে দেয়া হবে না... তাই তার সাবধান হওয়াই ভালো...,"আগেরবার শামীম সাহেব পালিয়ে গিয়েছিলেন, এবার আর সহিংসতা করে পালাতে দেওয়া হবে না। তাই তার সাবধান হওয়া ভালো।","... - , (comma): Added a comma for better readability; দেয়া - দেওয়া: Standard spelling; হওয়াই - হওয়া: Corrected spelling for better flow and meaning; ... - . (period): Added a period to complete the sentence."
H2If6g3TH8I,SOMOY TV,2020-10-21T09:23:30Z,"ফ্ল্যাটে নায়লা নাঈমের বিড়ালের খামার, অতিষ্ঠ ভবন বাসিন্দারা | Naila Nayem | Somoy Entertainment",Miscellanous,আসলে বিদেশিদের মতো আমাদের দেশ হয়ে যাচ্ছে কবে যানি কুর্তা পোসার লাইসেন্স দিয়ে দে শালীরা পশুর প্রতি কেতো ভালবাসা মানুষের প্রতি এতটা ভালবাসা তো দেখিনা,"আসলে বিদেশিদের মতো আমাদের দেশও হয়ে যাচ্ছে। কবে জানি কুর্তা পোষার লাইসেন্স দিয়ে দেয় শালীরা। পশুর প্রতি কতো ভালবাসা, মানুষের প্রতি এতটা ভালবাসা তো দেখিনা।","মতো-মতো, হয়ে-হয়ে, যানি-জানি, কুর্তা-কুকুর/কুকুর, পোসার-পোষার, দিয়ে দে-দিয়ে দেয়, কেতো-কতো, দেখিনা-দেখি না।"
pKBgw89ifis,BBC News বাংলা,2023-02-10T15:09:39Z,তুরস্কের চেয়ে ভয়াবহ ভূমিকম্পের ঝুঁকিতে বাংলাদেশ | BBC Bangla,News,আললাহ পাক আমাদের সকলকে তার রহমতের ছায়া তলে ঢেকে নিন এবং ভূমিকম্প থেকে হেফাজত করুন ।,আল্লাহ্‌ পাক আমাদের সকলকে তাঁর রহমতের ছায়াতলে ঢেকে নিন এবং ভূমিকম্প থেকে হেফাজত করুন।,"আললাহ-আল্লাহ্‌, তার-তাঁর, ছায়া তলে-ছায়াতলে।"
onNXCzLaSGI,Anupam Movies,2018-12-16T09:30:00Z,Ora Egaro Jon | ওরা এগারো জন | Khoshru Razzak & Shabana | Bangla Full Movie,Entertainment,ছোটবেলার বিটিভিতে মুভিটা দেখেছিলাম অনুপমকে ধন্যবাদ জানাই আমার মুভিটা দেখার সুযোগ করে দেয়ার জন্য,ছোটবেলার বিটিভিতে মুভিটা দেখেছিলাম। অনুপমকে ধন্যবাদ জানাই আমাকে মুভিটা দেখার সুযোগ করে দেওয়ার জন্য।,"আমার মুভিটা-আমাকে মুভিটা, দেয়ার-দেওয়ার।"
QzU7oBkB1I0,NEWS24,2023-04-14T10:06:21Z,"বিড়াল দিয়ে টাকা উপার্জন, অথচ মালিক জানেনা কিছুই | CANSHIP | Stuward | News24",News,আমাদের দেশের মানুষ নিজেরায় খেতে পায়না বিড়াল কে কি খায়াবে,"আমাদের দেশের মানুষ নিজেরা খেতে পায় না, বিড়ালকে কী খাওয়াবে?","নিজেরায় - নিজেরা, কি - কী, খায়াবে - খাওয়াবে।"
oyK8WfKHbfs,Abdullah Ibn Mahmud,2022-03-25T16:05:28Z,একাত্তরের গণহত্যার দুর্লভ দৃশ্য || Rare Footage of Massacre in 1971 || Bangladesh,Miscellaneous,কিন্তু বাস্তবে  বেশিরভাগ বাংলাদেশী এখনো পাকিস্তানকেই সমর্থন করে 😂😂😂,কিন্তু বাস্তবে বেশিরভাগ বাংলাদেশী এখনো পাকিস্তানকেই সমর্থন করে।,Added a period to the end of the sentence to indicate the end of a thought.
VbouId3JznY,ATN News,2023-07-28T12:55:07Z,বিএনপির সমাবেশে গণগ্রেফতার নিয়ে যে বার্তা দিল যুক্তরাষ্ট্র | BNP | USA | BD Politics | ATN News,Politics,অনেক দিন পর কোন টিভি স্যানেলকে একটা লাইক দিলাম🎉,অনেক দিন পর কোনো টিভি চ্যানেলকে একটা লাইক দিলাম🎉,কোন-কোনো
S5gcMwh8ayI,Anupam Movie Songs,2018-05-21T09:03:39Z,Bhalobasbo Basbo Re | ভালোবাসবো বাসবো রে বন্ধু | Riaz & Purnima | Hridoyer Kotha,Entertainment,সত্যিই গানটি শুনে পুরানো কিছু কথা মনে পড়ে,সত্যিই গানটি শুনে পুরনো কিছু কথা মনে পড়ে।,"পুরানো-পুরনো, পড়ে-পড়ে।"
phwbUWLFbcE,Banglavision DRAMA,2022-07-21T11:00:09Z,Takar Khela | Eid Natok | Mosharraf Karim | Sallha Khanam Nadia | Mohon Ahmed | Bangla Natok 2022,Entertainment,আমার কিছু বন্ধু আছে মনে হয় তারাও বসের আইডল না হলে তারা এত নিখুঁত অভিনয় কেমনে করে 💔💔,"আমার কিছু বন্ধু আছে, মনে হয় তারাও বসের আইডল নয়, না হলে তারা এত নিখুঁত অভিনয় কেমনে করে?","আছে মনে হয়-আছে, মনে হয়; না হলে-নয়, না হলে; কেমনে-কীভাবে/কেমনে।"
dpPMG1uz5Cc,Eagle Premier Station,2020-06-02T09:00:16Z,Moddhobitto | মধ্যবিত্ত | Eid Natok 2020 | Afran Nisho | Tanjin Tisha | New Natok 2020,Entertainment,"মধ্যবিত্ত পরিবারের কে কে আছো নাটকটা দেখতেছো, লাইক দিয়ে সারা দেও","মধ্যবিত্ত পরিবারের কে কে আছো, নাটকটা দেখতেছো? লাইক দিয়ে সাড়া দিও।",দেও-দিও।
