Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,Error,Category,Correct Form,corrected_text,generated_reason
f-rEHLDfXro,ইতিহাসের অনুসন্ধানে 7G,2022-11-26T10:03:44Z,১০০ বছর আগে হারিয়ে যাওয়া গ্রাম কেমন ছিল ইতিহাসের অনুসন্ধানে 7G,Miscellaneous,আগেকার  ৯০  দশকের  দিন  গুলো  কতো সুন্দর  ছিলো,1,Spelling,আগেকার  ৯০  দশকের  দিন  গুলো  কত সুন্দর  ছিল,আগেকার ৯০ দশকের দিনগুলো কতো সুন্দর ছিল।,"কতো-কত, ছিলো-ছিল।"
YxXER0HEsgY,Channel 24,2023-01-09T12:10:48Z,মুক্তি পেয়ে যা বললেন মির্জা ফখরুল... | mirza fakhrul | Channel 24,Politics,আমি একজন এদেশের সাধারণ নাগরিক ও জনগণ হিসেবে তাকে শ্রদ্ধা জানাই তিনি প্রকৃত এ দেশের হাজারো দুর্নীতিগ্রস্ত রাজনীতিবিদের বাইরে একজন ভালো মানুষ উনি দীর্ঘদিনবেঁচে থাকোক দেশের রাজনীতির জন্য ভালো থাকুন সবসময়,1,Spelling,আমি একজন এদেশের সাধারণ নাগরিক ও জনগণ হিসেবে তাকে শ্রদ্ধা জানাই তিনি প্রকৃত এ দেশের হাজারো দুর্নীতিগ্রস্ত রাজনীতিবিদের বাইরে একজন ভালো মানুষ উনি দীর্ঘ দিন বেঁচে থাকুক দেশের রাজনীতির জন্য ভালো থাকুন সবসময়,আমি এদেশের একজন সাধারণ নাগরিক ও জনগণ হিসেবে তাকে শ্রদ্ধা জানাই। তিনি প্রকৃত অর্থে এদেশের হাজারো দুর্নীতিগ্রস্ত রাজনীতিবিদের থেকে/চেয়ে আলাদা একজন ভালো মানুষ। তিনি দীর্ঘজীবী হোন এবং দেশের রাজনীতির জন্য সবসময় ভালো থাকুন।,"একজন এদেশের সাধারণ নাগরিক - এদেশের একজন সাধারণ নাগরিক, ও জনগণ হিসেবে - ও জনগণ হিসেবে, তাকে শ্রদ্ধা জানাই তিনি - তাকে শ্রদ্ধা জানাই। তিনি, প্রকৃত এ দেশের - প্রকৃত অর্থে এদেশের, বাইরে একজন - থেকে/চেয়ে আলাদা একজন, উনি - তিনি, দীর্ঘদিনবেঁচে থাকোক - দীর্ঘজীবী হোন, ভালো থাকুন সবসময় - সবসময় ভালো থাকুন।"
uKdTWf1l1Lg,BVNEWS24,2023-11-09T09:59:06Z,জাহের আলভী ও ইকরার বাস্তব জীবনের প্রেমের গল্প,Entertainment,আপনাদের জন্য অনেক অনেক দোয়া রইল,1,Spelling,আপনাদের জন্য অনেক অনেক দোয়া রইলো,আপনাদের জন্য অনেক অনেক দোয়া রইল।,দোয়া-দোয়া।
oJg68ijFUVE,ATN News,2024-01-17T17:09:12Z,‘নির্বাচনে দখল ও জাল ভোট হয়েছে ৫১ শতাংশ কেন্দ্রে’ | Election 2024 | TIB | BD Politics | ATN News,News,"সঠিক বলেছেন, সামনে আমাদের দেশের অবস্থা খুবই ভয়াভহ হবে",1,Spelling,"সঠিক বলেছেন, সামনে আমাদের দেশের অবস্থা খুবই ভয়াবহ হবে","সঠিক বলেছেন, সামনে আমাদের দেশের অবস্থা খুবই ভয়াবহ হবে।",ভয়াভহ-ভয়াবহ।
cNLTHbY1Ndk,Eagle Movies,2017-12-09T10:37:15Z,Golapi Ekhon Traine | Bangla Full Movie | Farooque | Bobita | Tarana Halim | ATM Shamsuzzaman,Entertainment ,পরানো দিনের সিনেমা দেখে মনে পড়ে গেলো অনেক কথা 😢😢😢,1,Spelling,পুরানো দিনের সিনেমা দেখে মনে পড়ে গেলো অনেক কথা 😢😢😢,পুরানো দিনের সিনেমা দেখে মনে পড়ে গেল অনেক কথা 😢😢😢,"পরানো-পুরানো, পড়ে গেলো-পড়ে গেল।"
bs9ByjID7Uc,CD PLUS Movies,2019-12-31T07:56:00Z,ডিপজলের সেরা ঐতিহাসিক ডায়লগ গুলো | Dipjol | Best Movie Scenes 2019,Entertainment,রানা আমার কান্দন আহে না কেন.🙂🙂,1,Spelling,রানা আমার কান্না আসে না কেন.🙂🙂,"রানা, আমার কান্না/কাঁদন আসছে না কেন? 🙂🙂","কান্দন - কান্না/কাঁদন, আহে - আসছে।"
XrY5mIUqt3c,Somoy Entertainment,2023-08-26T06:51:09Z,জেনে নিন হাবু ভাইয়ের স্ত্রীর পরিচয় | Regina Tultul | Identity of Chashi Alam's Wife | Somoy TV,Entertainment,"হাবু ভাই,,অবস্যই ভাবির হাত দেখে বিয়ে করেছেন😂😂😂😂আম্নের হাত একটু দেহি😂😂😂",1,Spelling,"হাবু ভাই,,অব্যশই ভাবির হাত দেখে বিয়ে করেছেন😂😂😂😂আপনার হাত একটু দেখি😂😂😂","হাবু ভাই, অবশ্যই ভাবীর হাত দেখে বিয়ে করেছেন 😂😂😂😂, আপনার হাত একটু দেখি 😂😂😂।",",,অবস্যই-অবশ্যই, আম্নের-আপনার, দেহি-দেখি।"
087FSj5XSGY,Jamuna TV,2024-01-05T15:10:00Z,হরতাল দিয়ে কি ভোট রুখতে পারবে বিএনপি? যা বললেন রুমিন ফারহানা | Rumeen Farhana | Rajniti | Jamuna TV,Politics,"I swear, আমি কোনো রাজনৈতিক দল করিনা। কিন্তু এতটুকু বুঝতে পারছি যে নির্বাচন সুষ্ঠু হবেনা।",1,Spelling,"I swear, আমি কোনো রাজনৈতিক দল করিনা। কিন্তু এতটুকু বুঝতে পারছি যে নির্বাচন সুষ্ঠ হবেনা।","আমি শপথ করে বলছি, আমি কোনো রাজনৈতিক দল করি না। কিন্তু এতটুকু বুঝতে পারছি যে নির্বাচন সুষ্ঠু হবে না।","I swear, -আমি শপথ করে বলছি,।"
aLeV04Bz5xk,Channel 24,2023-07-19T13:37:46Z,দেশে প্রথমবারের মতো চ্যানেল 24-এর পর্দায় সংবাদ পাঠ করলেন এআই 'অপরাজিতা' | AI Presenter | Channel 24,News,হায়রে!!!মানুষের আর দাম রইল না।।।কিসের বলে রোবট তাও আবার ঝিমাইয়া ঝিমাইয়া কথা কয়।।।কি স্বাগত রে ভাই😁😁😁,1,Spelling,হায়রে!!!মানুষের আর দাম রইলো না।।।কিসের বলে রোবট তাও আবার ঝিমিয়ে ঝিমিয়ে কথা বলে।।।কি স্বাগতম রে ভাই😁😁😁,"হায়রে!!! মানুষের আর দাম রইল না। কিসের বলে রোবট, তাও আবার ঝিমায়ে ঝিমায়ে কথা কয়। কি স্বাগত রে ভাই 😁😁😁","রইল না।।।-রইল না।, বলে রোবট তাও আবার ঝিমাইয়া ঝিমাইয়া কথা কয়।।।-বলে রোবট, তাও আবার ঝিমায়ে ঝিমায়ে কথা কয়। - Removed unnecessary repetition of punctuation and added a comma for clarity. ঝিমাইয়া-ঝিemaয়ে - Corrected spelling. কি স্বাগত রে ভাই😁😁😁-কি স্বাগত রে ভাই 😁😁😁 - Added space before the emoji."
6TC9FEID7xQ,Suranjoli,2023-06-15T06:54:06Z,ছেলেটা সবার ক্রাশ | Miraz Khan | Arohi Mim | Bangla Natok 2023,Entertainment,অসাধারণ নাটক টা দেখে ভীষন মজা পেলাম 😂😅😂😂😅,1,Spelling,অসাধারণ নাটক টা দেখে ভীষণ মজা পেলাম 😂😅😂😂😅,অসাধারণ নাটকটা দেখে ভীষণ মজা পেলাম। 😂😅😂😂😅,টা-টা: যুক্তাক্ষর বিভাজন প্রয়োজন ছিল। ভীষন-ভীষণ: বানান সংশোধন।
