Video ID,Channel name,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
E17IF68WoPc,Ayub Bachchu,2021-05-21T08:45:17Z,Meye | মেয়ে |  Ayub Bachchu | Niaz Ahmed Aungshu | AB Kitchen,Entertainment,তাকে পেয়ে ও আমার এই গান টা শুনতে ভালো লাগে😊❤,তাকে পেয়ে আমার এই গানটা শুনতে ভালো লাগে। 😊❤️,ও - আমার। টা-টা।
24GngnukIFY,G Series Music,2016-02-29T08:39:11Z,Ke Tumi || কে তুমি || Tahsan | MD. Kanak || Bangla New Music Video || G Series Bangla Song 2020,Entertainment,২২ সালের শেষ দিকে  এসেও গানটা শুনছি জানিনা কেন গানটা এত ভালো লাগে! পুরোই জীবনের সাথে মিলে যায়💔,২০২২ সালের শেষ দিকে এসেও গানটা শুনছি। জানিনা কেন গানটা এত ভালো লাগে! পুরো জীবনের সাথে মিলে যায়। 💔,"২২ - ২০২২, এসেও গানটা শুনছি জানিনা কেন গানটা এত ভালো লাগে! পুরোই জীবনের সাথে মিলে যায়💔 - এসেও গানটা শুনছি। জানিনা কেন গানটা এত ভালো লাগে! পুরো জীবনের সাথে মিলে যায়।"
IiLK4PgGc5k,অভিকর্ষ,2020-08-09T14:02:21Z,[২য় পর্ব] সেরা কয়েকটি দৃষ্টিভ্রম | Top optical and sound illusion bangla|,Miscellaneous,সবচেয়ে গুরুত্বপূর্ণ ভূমিকা পালন করেছেন,সবচেয়ে গুরুত্বপূর্ণ ভূমিকা পালন করেছেন।,Missing punctuation- added period (.).
IcozyP87sEA,G Series Bangla Natok,2023-07-18T13:04:31Z,Notun Bou | নতুন বউ | Natok | Apurba | Sabila Nur | Rubel Hasan | New Natok 2023,Entertainment,অনেক অপেক্ষা করছিলাম অপূর্ব ভাইয়ের নতুন নাটক এর জন্য ❤,অনেক অপেক্ষা করেছিলাম অপূর্ব ভাইয়ের নতুন নাটকের জন্য। ❤,করছিলাম' এর চেয়ে 'করেছিলাম' প্রমিত। 'নাটক এর' একসাথে 'নাটকের' হবে।
VDkwtmKahXo,Open T School,2021-09-30T18:29:01Z,কে ছিলেন মহম্মদ আতাউল গণি ওসমানী | Who was Muhammad Ataul Goni Osmani | Biography | Information |,Miscellaneous,আহমদের একজন m a g  উস্মানি৷  প্রয়োজন,(বাংলাদেশের জন্য/আহমদের) একজন এম. এ. জি. ওসমানী প্রয়োজন।,"উস্মানি' বানান 'ওসমানী', 'প্রয়োজন' বানান 'প্রয়োজন' হবে। ইংরেজি আদ্যক্ষর (m a g) লেখার নিয়ম (এম. এ. জি.) অনুসরণ করা হয়েছে। অর্থ স্পষ্ট করতে শুরুতে '(বাংলাদেশের জন্য)' যোগ করা যেতে পারে।"
0RJgXG9cdRM,BBC News বাংলা,2023-01-06T05:45:00Z,বিএনপির সঙ্গে ৩২টি দল- সরকারের জন্য কতটা হুমকি? | BBC Bangla,Politics,আমার প্রিয় চ্যানেল বি বি সি বাংলা 💖💖,আমার প্রিয় চ্যানেল বিবিসি বাংলা।,বি বি সি - বিবিসি।
s21NZ19thvw,Holy FM,2020-12-16T13:38:50Z,কালজয়ী দেশাত্মবোধক গান | Eta Bangladesh | Muhib Khan | Holy FM,Entertainment,"I like it with my heart and soul. দেশের জন্য জীবন কে বিলিয়ে দিতে ready, inshallah.","আমি এটা আমার হৃদয় ও আত্মা দিয়ে পছন্দ করি। দেশের জন্য জীবন বিলিয়ে দিতে প্রস্তুত, ইনশাআল্লাহ।","I like it with my heart and soul.-আমি এটা আমার হৃদয় ও আত্মা দিয়ে পছন্দ করি, ready-প্রস্তুত।"
VDkwtmKahXo,Open T School,2021-09-30T18:29:01Z,কে ছিলেন মহম্মদ আতাউল গণি ওসমানী | Who was Muhammad Ataul Goni Osmani | Biography | Information |,Miscellaneous,আর এখন আমাদের প্রজন্ম তাকে চিনেই না💔,আর এখন আমাদের প্রজন্ম তাকে চেনে না।,চিনেই না - চেনে না।
25md9g9P3qo,ATN Bangla News,2023-11-02T13:35:18Z,গণভবনের সামনে সাবেক স্বরাষ্ট্র প্রতিমন্ত্রী সোহেল তাজের অবস্থান | Sohel Taj | ATN Bangla News,Politics,তানভীর আহমেদ সোহেল তাজকে আন্তরিক অভিনন্দন জানাচ্ছি এই ধরনের আয়োজন করার জন্য,তানভীর আহমেদ সোহেল তাজকে আন্তরিক অভিনন্দন জানাচ্ছি এই ধরনের আয়োজন করার জন্য।,No changes needed.
dvbhI7lB5Yg,বিস্ময় বাংলা,2023-05-01T11:00:23Z,যে ৫টি কারনে ২০২৩ বিশ্বকাপ জিততে পারে বাংলাদেশ || 5 Reason Bangladesh Could Win World Cup 2023,Miscellaneous,আল্লাহ চাইলে এইবার ২০২৩ বিশ্ব কাপ বাংলাদেশ নিবে ইনশাআল্লাহ 😭,"আল্লাহ্‌ চাইলে এইবার ২০২৩ বিশ্বকাপ বাংলাদেশ নিবে, ইনশাআল্লাহ।","চাইলে-চাইলে, বিশ্ব কাপ-বিশ্বকাপ, নিবে-নিবে, 😭-removed."
xjYsy_WLUGc,Channel 24,2023-07-23T15:19:36Z,ডিবি হারুনের প্রশংসা করলেন হিরো আলম | Hero Alom | DB Police | Channel 24,News,বাংলাদেশের আইন ব্যবস্থা এরকমই হওয়া দরকার🤲😇,বাংলাদেশের আইন ব্যবস্থা এমনই হওয়া দরকার।,এরকমই - এমনই।
QGfU8XwXdko,ATC Android ToTo Company,2023-03-19T15:41:56Z,RedMagic 8 Pro দেখে আমি তো অবাক 😮,Miscellaneous,ফোনের দাম বলেন নাই। তাই ভিডিওটাকে মনে হলো লবণ ছাড়া রান্না করা মাছের ঝোল খেতে যেমন মজা ঠিক ঐ রকম 😭,ফোনের দাম বলেননি। তাই ভিডিওটা লবণ ছাড়া মাছের ঝোলের মতো স্বাদহীন/অসম্পূর্ণ মনে হলো। 😭,বলেন নাই' এর প্রমিত রূপ 'বলেননি'। 'ঐ রকম' এর চেয়ে 'মতো' ভালো। দীর্ঘ তুলনাটিকে সংক্ষিপ্ত ও স্পষ্ট করা হয়েছে।
f-rEHLDfXro,ইতিহাসের অনুসন্ধানে 7G,2022-11-26T10:03:44Z,১০০ বছর আগে হারিয়ে যাওয়া গ্রাম কেমন ছিল ইতিহাসের অনুসন্ধানে 7G,Miscellaneous,হারিয়ে গেছে। ফিরে আর আসবেনা। 😪😪😪😪😪,হারিয়ে গেছে। আর ফিরে আসবে না। 😪😪😪😪😪,ফিরে আর আসবেনা - আর ফিরে আসবে না।
