Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
YL4hjtVy5ac,Jamuna TV,2020-09-26T11:40:25Z,তারকাদের গাঁজা সেবন নিয়ে তোলপাড় বলিউড় পাড়ায় | #Deepika_shraddha_SaraAliKhan,Entertainment,গাঁজা খাওয়া স্বাস্থ্যের জন্য অনেক উপকার আমি সাংবাদিক ভাইদের দৃষ্টি আকর্ষন করছি ভাই আপনারাও ট্রাই করে দেখুন অনেক উপকার পাবেন 🍁,"গাঁজা খাওয়া স্বাস্থ্যের জন্য অনেক উপকারী - এই কথাটির প্রতি আমি সাংবাদিক ভাইদের দৃষ্টি আকর্ষণ করছি। ভাই, আপনারা নিজেরাও চেষ্টা করে দেখতে পারেন, অনেক উপকার পাবেন।","উপকার-উপকারী, আমি-এই কথাটির প্রতি, আপনারাও/আপনারা - আপনারা নিজেরাও।"
RSBN5dhfUts,Desh TV News,2023-01-19T09:30:10Z,"সুন্দরী ইভার ১০ স্বামী, শয্যাসঙ্গী শতাধিক পুরুষ! | EVA | Desh TV",News,এর সাথে যেসব ছেলেরা সম্পর্ক করেছে তারাও একই ক্যারেক্টারের নয়তোবা এরকম মেয়েদের সাথে সম্পর্ক করার প্রশ্নই আসে না,"এর সাথে যেসব ছেলেরা সম্পর্ক করেছে তারাও একই চরিত্রের, নয়তোবা এরকম মেয়েদের সাথে সম্পর্ক করার প্রশ্নই আসে না।","ক্যারেক্টারের-চরিত্রের, নয়তোবা-নয়তোবা।"
6HSUNn4oJe4,Ridoy The Sailor,2023-07-03T12:30:03Z,জাহাজে সারাদিন কি করি ? RIDOY THE SAILOR,Entertainment,আপনার ভিডিওগুলো অনেক ভালো লাগে অলটাইম দেখি,"আপনার ভিডিওগুলো অনেক ভালো লাগে, সবসময় দেখি।","অলটাইম - সবসময়, No punctuation - কমা (,) ও দাঁড়ি (.) ।"
f-rEHLDfXro,ইতিহাসের অনুসন্ধানে 7G,2022-11-26T10:03:44Z,১০০ বছর আগে হারিয়ে যাওয়া গ্রাম কেমন ছিল ইতিহাসের অনুসন্ধানে 7G,Miscellaneous,বল ছিলো এখনো আগের মতই আছে,"বলটি/বলটা ছিল, এখনো আগের মতোই আছে।","ছিলো - ছিল, মতই - মতোই, আছে-আছে।"
qmCGxB8MFTk,Cine Recaps BD,2022-12-10T14:48:27Z,চরম লেভেলের মুভি । অস্থির বিনোদন ! 🤣🤣 Movie Explained in Bangla,Entertainment,আমি দেখছিলাম ছবিটি আনেক বার দেখছি,আমি ছবিটি অনেকবার দেখেছি।,দেখছিলাম ছবিটি আনেক বার দেখছি - আমি ছবিটি অনেকবার দেখেছি।
2z8Nhs0Qq4E,Open T School,2022-12-14T13:05:13Z,কে ছিলেন জিয়াউর রহমান | Who was Ziaur Rahman | Biography | Information |,Miscellaneous,আমরা তোমাকে কোনদিন ভুলবো না।,আমরা তোমাকে কোনোদিন ভুলব না।,কোনদিন - কোনোদিন।
Aq5smWgbcmk,Mujibur Mujib,2013-08-25T08:20:59Z,"Coffee Houser sei addata Video, Debashis Sengupta_",Entertainment,প্রিয় গানগুলো অন্তর ছুয়ে যায় পাশাপাশি অতীতের অনেক  স্মৃতি মনে করিয়ে দেয়,"প্রিয় গানগুলো অন্তর ছুঁয়ে যায়, পাশাপাশি অতীতের অনেক স্মৃতি মনে করিয়ে দেয়।","ছুয়ে-ছুঁয়ে, পাশাপাশি- ,দেয়-দেয়।"
AfTVndf8yO0,ATN News,2023-07-18T12:00:08Z,হিরো আলম - শামীম ওসমান ইস্যুতে যে বার্তা দিল যুক্তরাষ্ট্র | Hero Alam | Shamim Osman | USA |ATN News,Politics,বলেছিলাম না ফলাফল ঘোষণার সময় আট জন হয়ে যাবে আটহাজার আর বারোজন হয়ে যাবে বারোহাজার😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅 এই হলো সুষ্ঠু নির্বাচন।,"বলেছিলাম না, ফলাফল ঘোষণার সময় আট জন হয়ে যাবে আট হাজার আর বারো জন হয়ে যাবে বারো হাজার। 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅 এই হলো সুষ্ঠু নির্বাচন।","আট জন - আট জন, বারোজন - বারো জন।"
S5gcMwh8ayI,Anupam Movie Songs,2018-05-21T09:03:39Z,Bhalobasbo Basbo Re | ভালোবাসবো বাসবো রে বন্ধু | Riaz & Purnima | Hridoyer Kotha,Entertainment,এই মুভির  টা যে কতবার দেখছি প্রতি বসর দেখি দেখার মতো একটা মুভি রিয়াজ আর পূর্নিমার,"এই মুভিটা যে কতবার দেখেছি, প্রতি বছর দেখি। দেখার মতো একটা মুভি - রিয়াজ আর পূর্ণিমার।","মুভির টা-মুভিটা, দেখছি-দেখেছি, বসর-বছর, পূর্নিমার-পূর্ণিমার, added commas and a hyphen for better readability."
cqpQFGnT8X8,Saif Zohan,2022-06-30T10:00:08Z,Amar Mon Mojaiya Re X Doyal | আমার মন মজাইয়ারে | Slowed & Reverb | Saif Zohan Bangla New Song 2022,Entertainment,মানুষ যতটা আপন সাজে। আসলে এতটা আপন হয়না।আর কিছু মানুষকে বাইছা তাকতে ভুলা জাবে নাহ😢😢,"মানুষ যতটা আপন সাজে, আসলে ততটা আপন হয় না। আর কিছু মানুষকে বাঁচিয়ে রাখতে ভুলতে দেওয়া যাবে না। 😢😢","এতটা-ততটা, বাইছা-বাঁচিয়ে, তাকতে-রাখতে, ভুলা জাবে নাহ-ভুলতে দেওয়া যাবে না।"
