Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
ovt3O9NUuC4,Maasranga News,2021-10-05T13:00:25Z,হঠাৎ মন্ত্রীকে সামনে পেয়ে আনসার সদস্যদের দালালীর অভিযোগ করেন এক যুবক | Maasranga News,Politics,আমাদের মাননীয় যোগাযোগমন্ত্রী জনাব ওবায়দুল কাদের সাহেব ফাটাকেষ্ট এর মতো একটি উদাহরণ তৈরি করল আমার কাছে খুব ভালো লাগতেছে তিনি যেন এই কাজটি চলমান রাখেন,আমাদের মাননীয় যোগাযোগমন্ত্রী জনাব ওবায়দুল কাদের সাহেব ফাটাকেষ্টের মতো একটি উদাহরণ তৈরি করলেন। আমার কাছে খুব ভালো লাগছে। তিনি যেন এই কাজটি চলমান রাখেন।,"ফাটাকেষ্ট - ফাটাকেষ্টের, করল-করলেন, লাগতেছে-লাগছে।"
BoyghBx9qyM,Desh TV News,2023-06-16T05:45:20Z,"মদ হাতে, দুই নারী নিয়ে উন্মত্ত আ. লীগ নেতার অশ্লীল ভিডিও ভাইরাল | Awami League Leader | Desh TV News",News,কে ভিডিও করছে তারে পুরুস্কার দেয়া হোক 💕,"যে ভিডিও করছে, তাকে পুরষ্কার দেওয়া হোক।","তারে - তাকে, পুরুস্কার-পুরস্কার।"
qbN7DtPAKQo,Eagle Music Video Station,2018-04-26T12:37:36Z,Oporadhi | Ankur Mahamud Feat Arman Alif | Bangla Song 2018 | Official Video,Entertainment,পাঁচ বছর আগে গানটা যেমন লাগতো এখন তেমন লাগে পুরাতন মনে হয় না জখন সুনি তখনই নোতুন মোনে হয়,"পাঁচ বছর আগে গানটা যেমন লাগতো, এখন তেমন লাগে। পুরাতন মনে হয় না, যখন শুনি তখনই নতুন মনে হয়।","লাগতো-লাগতো, এখন তেমন লাগে পুরাতন মনে হয় না জখন সুনি তখনই নোতুন মোনে হয় - এখন তেমন লাগে। পুরাতন মনে হয় না, যখন শুনি তখনই নতুন মনে হয়।"
j-N2SXV3SvY,CD Choice Music,2019-08-07T05:57:49Z,Mon Pinjira | মন পিঞ্জিরা | Rakib Musabbir | Shilpi Biswas | Official Music Video | Bangla Hits Song,Entertainment ,মনের মধ্যে আজ খুব কষ্ট জমা তাই এই গানটি বার বার শুনতেছি,"মনের মধ্যে আজ খুব কষ্ট জমা, তাই এই গানটি বার বার শুনছি।",শুনতেছি - শুনছি।
OnRi6e6aiXQ,BBC News বাংলা,2021-10-15T15:39:29Z,"পূজা মণ্ডপে কোরআন: ঢাকা ও নোয়াখালীতে জুমার নামাজের পর বিক্ষোভ, সংঘর্ষ ও হামলা | BBC Bangla",News,যারা কোরান অবমাননা পিছনে জড়িত তাদের সর্বোচ্চ শাস্তির দাবি জানাচ্ছি। সাথে যারা মন্দিরে হামলার সাথে জড়িত তাদের বিচার হওয়া উচিত।,"যারা কোরআন অবমাননার পেছনে জড়িত, তাদের সর্বোচ্চ শাস্তির দাবি জানাচ্ছি। পাশাপাশি যারা মন্দিরে হামলার সাথে জড়িত, তাদের বিচার হওয়া উচিত।","কোরান-কোরআন, অবমাননা পিছনে-অবমাননার পেছনে, জড়িত-জড়িত, সাথে-পাশাপাশি."
CSGiwf7KlrQ,KAMRUF Multimedia,2012-12-27T13:47:46Z,"Bangladesh National Anthem , My golden Bengal আমার সোনার বাংলা, Amar Shonar Bangla   -  HD HQ",Entertainment,International anthem শুনলে প্রান ভরে যায় ।,International anthem শুনলে প্রাণ ভরে যায়।,"প্রান - প্রাণ, যায় - যায়।"
Dva1wbnhpRI,Somoy Entertainment,2023-06-06T13:00:07Z,ফ্যামিলি এন্টারটেইনমেন্টের গোপন আস্তানায় সময় টিভি! | Family Entertainment BD | Comedy Drama,Entertainment,এদের মধ্যে আসলেই ক্রিটিভিটি রয়েছে। তা না হলে এত সুন্দর বিনোদন দিতে পারত না। ❤family entertainment.,এদের মধ্যে আসলেই ক্রিয়েটিভিটি/সৃজনশীলতা রয়েছে। তা না হলে এত সুন্দর বিনোদন দিতে পারত না। ❤Family entertainment.,"ক্রিটিভিটি-ক্রিয়েটিভিটি/সৃজনশীলতা, family-Family."
TWsDvvoGD7I,Club 11 Entertainment,2023-06-30T13:00:09Z,Kidney (কিডনি) | Eid Natok | Polash | Chashi | Evana | Shimul | Ome | Munna | New Bangla Natok 2023,Entertainment,"সময় উপযোগী একটি ড্রামা,ধন্যবাদ অমি ভাই, এই ধরনের শিক্ষনীয় ড্রামা উপহার দেয়ার জন্য।❤","সময়োপযোগী একটি ড্রামা। ধন্যবাদ অমি ভাই, এই ধরনের শিক্ষণীয় ড্রামা উপহার দেওয়ার জন্য। ❤","ড্রামা,ধন্যবাদ-ড্রামা। ধন্যবাদ, শিক্ষনীয়-শিক্ষণীয়, দেয়ার-দেওয়ার।"
ifz2RSOCJKk,Soul Music,2022-02-12T09:30:06Z,Tomare Dekhilo (Lyrics) | Habib | তোমারে দেখিলো | Nancy | Lyrics Video,Entertainment,হাবিব এর এই গান গোলা নতুন যারা আসতেছে তারা কখনো বুজবে না ।আমরা যারা 2010 সালের পরে এই রকম গান গুলো শুনছি ভুলতে পারিনা ।বার বার youtobe সার্চ দিয়ে ভের করে শুনি ❤❤,"হাবিবের এই গানগুলো নতুন যারা আসছে তারা কখনো বুঝবে না। আমরা যারা ২০১০ সালের পরে এই গানগুলো শুনেছি, ভুলতে পারি না। বারবার ইউটিউবে সার্চ দিয়ে বের করে শুনি। ❤❤",এর - এর/ 'র - Possessive case; গোলা-গুলো - Plural form; আসতেছে-আসছে - Correct tense; বুজবে-বুঝবে - Spelling correction; সালের পরে এই রকম গান গুলো শুনছি-সালের পরে এই গানগুলো শুনেছি - Word choice and tense correction; youtobe-ইউটিউবে - Spelling correction.
xSgrBJn5q68,Rtv News,2023-07-21T10:46:47Z,চাপাতি দিয়ে কুপিয়ে যুবলীগ কর্মীকে হ'ত্যা | Jubo League workers | Murder | Rtv News,News,এই দেশে সঠিক বিচার আশা করা যাই না,এই দেশে সঠিক বিচার আশা করা যায় না।,যাই - যায়।
