Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
O6LoajI5yT4,Baseera,2022-03-19T15:25:57Z,যদি সুখী হতে চান | শায়খ মুখতার আশ-শানক্বিতির ৩টি উপদেশ,Miscellaneous,পরম করুণাময় সৃষ্টিকর্তার নিকট প্রার্থনা তিনি আমাদের প্রিয় বান্দা হিসেবে কবুল করে নিক।আমিন,"পরম করুণাময় সৃষ্টিকর্তার নিকট প্রার্থনা, তিনি যেন আমাদের প্রিয় বান্দা হিসেবে কবুল করেন। আমিন।","নিকট প্রার্থনা তিনি-নিকট প্রার্থনা, তিনি যেন, করে নিক-করেন।"
MXXE-nzdqPY,Jubaer Talukder,2022-12-24T15:11:06Z,Khulna Travel Vlog | খুলনা ভ্রমন গল্প,Miscellaneous,"আমাদের বাসা খুলনা,, আপনাকে ধন্যবাদ আমাদের খুলনা কে এই ভাবে উপস্থাপন করার জন্য,,",আমাদের বাসা খুলনা। আপনাকে ধন্যবাদ আমাদের খুলনাকে এভাবে উপস্থাপন করার জন্য।,"খুলনা,, - খুলনা। (extra comma removed), কে - কে (no change), ,, - । (double comma replaced with period), এই ভাবে - এভাবে (grammatical correction)."
EyFzC5RYJic,BD Movie Lovers,2016-09-13T18:39:58Z,Ore Nil Doriya│Sareng Bou│Farooque│Kabori Sarwar│Bangla Old Movie Song,Entertainment,সেই অভিনেতা ফারুক আজ কোথায়। মানুষের কিসের এত অহংকার 😪,সেই অভিনেতা ফারুক আজ কোথায়? মানুষের কিসের এত অহংকার 😪,কোথায়।-কোথায়?
bQZM5BarjPY,Ekattor TV,2023-10-04T17:34:36Z,"টাইগারদের লক্ষ্য এবার বহুদূর, জানালেন সাকিব | World Cup cricket | Ekattor TV",News,ইনশাল্লাহ ভালো কিছু করবে বাংলা দেশ,"ইনশাল্লাহ, ভালো কিছু করবে বাংলাদেশ।","বাংলা দেশ - বাংলাদেশ, comma added after ইনশাল্লাহ।"
M1_Lf8L6aLw,Salahuddin Sumon,2023-05-07T15:22:27Z,বাহুবলী সিনেমার শ্যুটিং হয়েছিলো কেরালার যে জলপ্রপাতে || Bahubali Waterfalls | Athirapilly Waterfalls,Entertainment,সত্যি ই  অনিন্দ্য সুন্দর প্রকৃতি। তোমার মুখের মিষ্টি মধুর ভাষ্যে আরও বেশি মুখরিত আরও বেশি সুন্দর। ভীষণ ভালো লাগলো।,"সত্যিই অনিন্দ্য সুন্দর প্রকৃতি। তোমার মুখের মিষ্টি মধুর ভাষ্যে আরও বেশি মুখরিত, আরও বেশি সুন্দর। ভীষণ ভালো লাগল।","ই - ঈ: সত্যি ই - সত্যিই, লাগলো-লাগল: ভালো লাগলো-ভালো লাগল।"
UJ2qL7p2nz0,Rtv News,2023-10-05T13:06:59Z,পড়তে গিয়ে আদরের সন্তান ফিরলেন লা'শ হয়ে | Ragging | Bangladeshi Student Irfan Sadiq |Rtv Exclusive,News,"এর বিচার হোক।এই ঘটনার বিচার না হলে ,এমন ঘটনা বার বার হবে। বাংলাদেশ সরকারের কাছ এর বিচার চাওয়া হোক।","এর বিচার হোক। এই ঘটনার বিচার না হলে, এমন ঘটনা বার বার হবে। বাংলাদেশ সরকারের কাছে এর বিচার চাওয়া হোক।",কাছ এর - কাছে।
IMzROjrQ4l0,Fagun Audio Vision,2023-07-29T15:59:38Z,Ityadi - ইত্যাদি | Munshiganj Episode - July 2023 | Hanif Sanket,Entertainment,আমার জেলা মুন্সিগঞ্জ কে এত সুন্দর ভাবে উপস্থাপন করার জন্য ইত্যাদি কে অনেক অনেক ধন্যবাদ🖤,আমার জেলা মুন্সিগঞ্জকে এত সুন্দরভাবে উপস্থাপন করার জন্য ইত্যাদিকে অনেক অনেক ধন্যবাদ। 🖤,"কে-কে, ভাবে -ভাবে, ইত্যাদি কে-ইত্যাদিকে, ধন্যবাদ🖤-ধন্যবাদ।"
oyK8WfKHbfs,Abdullah Ibn Mahmud,2022-03-25T16:05:28Z,একাত্তরের গণহত্যার দুর্লভ দৃশ্য || Rare Footage of Massacre in 1971 || Bangladesh,Miscellaneous,খুবই বেদনাদায়ক ও ভয়াবহ। সবকিছুই ভুলে গেছে বর্তমান প্রজন্ম।,খুবই বেদনাদায়ক ও ভয়াবহ। সবকিছুই ভুলে গেছে বর্তমান প্রজন্ম।,No changes needed.
mcVd0Z2XgUc,T Sports,2023-09-29T11:01:11Z,"বোলারকে পাত্তাই দিলোনা নিশো, উড়িয়ে মারলো ছয়! | Afran Nisho | T Sports",Sports,বিশ্ব কাপ দলে নেওয়া হোক,বিশ্বকাপ দলে নেওয়া হোক।,নেওয়া-নেওয়া।
znjuUB3FbUc,ADYOPANTO,2021-08-30T04:00:15Z,ডাইনোসরের পৃথিবী | আদ্যোপান্ত | Dinosaur: The Untold Story | Adyopanto,Miscellaneous,ডাইনোসর এর কথা কুরআন শরীফ গবেষণা করে পেয়েছে সুবহানাল্লাহ 😍😍😍,"ডাইনোসরের কথা কুরআন শরীফ গবেষণা করে পাওয়া গিয়েছে, সুবহানাল্লাহ। 😍😍😍","এর - এর, পেয়েছে - পাওয়া গিয়েছে।"
