Video ID,Channel name,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
7izt614wtgI,Eagle Music Video Station,2016-07-05T21:08:16Z,BAHUDORE | Imran | Brishty | Official Music Video | 2016,Entertainment,সবই যেন আজ শুধু স্মৃতি হলো 🖤,সবই যেন আজ শুধু স্মৃতি হল 🖤,হলো - হল।
vhrPA04Man0,CINEMAWALA natok,2023-05-21T09:46:15Z,হঠাৎপাওয়া বউ | Tawsif Mahbub | Keya Payel,Entertainment,ভাই আমিও এরকমই বউ চাই😉😅😂,"ভাই, আমারও এরকমই বউ চাই। 😉😅😂",আমিও - আমারও
PfHxLcgVaxE,BBC News বাংলা,2021-05-30T14:15:51Z,জিয়াউর রহমান: বিএনপির প্রতিষ্ঠাতা ও সাবেক রাষ্ট্রপতির মৃতদেহের খোঁজ মিলে যেভাবে | BBC Bangla,News,"মানুষ যদি সৎ হয়, দোয়া করতে না চাইলেও প্রতিহিংসা মুলক কোন শব্দ বেরোয় না।","মানুষ যদি সৎ হয়, দোয়া করতে না চাইলেও প্রতিহিংসামূলক কোনো শব্দ বেরোয় না।",মুলক' এর সঠিক বানান 'মূলক'। 'কোন' এর সঠিক বানান 'কোনো'। দাঁড়ি (।) যোগ করা হয়েছে।
oZjyusPtzkY,Jamuna TV,2022-10-31T14:27:28Z,ঘোড়া কীভাবে সাপের কামড় থেকে মানুষকে বাঁচায়? | Why horse is used for antivenom? | Jamuna TV,Miscellaneous,ডিজিটাল বাংলাদেশ 🤣🤣 যেখানে AVS এর অভাবে মানুষ মারা যায়,"ডিজিটাল বাংলাদেশ 🤣🤣, যেখানে AVS-এর অভাবে মানুষ মারা যায়।","এর - -এর, যেখানে AVS এর অভাবে মানুষ মারা যায় - যেখানে AVS-এর অভাবে মানুষ মারা যায়।"
nK4mNiNBEFI,Open T School,2022-10-23T14:21:33Z,বাংলাদেশের সরকার প্রধানেরা যেভাবে ক্ষমতায় এলেন ও গেলেন | Politics of Bangladesh | BD Elections |,Politics,তখন এই মহিলা দুইটা কে বিদায় করতে পারলে ভালো হত,তখন এই মহিলা দুইটাকে বিদায় করতে পারলে ভালো হত।,দুইটা কে - দুইটাকে।
6UQdYYB7_rs,SOMOY TV,2023-11-04T19:35:27Z,৫শ টাকার জন্য প্রাণটাই গেলো কৃষকের | Naogaon News | Somoy TV,News,এমন মরণ চাই না।  যে মরণের ব্যাখ্যায় মানুষ হাসবে।,"এমন মরণ চাই না, যে মরণের ব্যাখ্যায় মানুষ হাসে।",হাসবে-হাসে।
sATVkH2h-uA,Independent Television,2019-03-29T13:58:16Z,স্মার্ট ঢাকা'র স্বপ্ন কতটুকু পূরণ করতে পেরেছিলেন প্রয়াত মেয়র আনিসুল হক? | Ajker Bangladesh,Politics,আপনারা হয়তো জানেন না স্যারের মৃত্যুর পিছনে ভারতের RAW সরাসরি হাত আছে😓,"আপনারা হয়তো জানেন না, স্যারের মৃত্যুর পেছনে ভারতের 'র' (RAW)-এর সরাসরি হাত আছে।","হয়তো-হয়তো, পিছনে-পেছনে, RAW সরাসরি হাত আছে😓 - 'র' (RAW)-এর সরাসরি হাত আছে।"
iK0gXMW_zPc,SOMOY TV,2023-10-09T09:45:09Z,ইসরাইলের সার্বভৌমত্ব রক্ষার হাতিয়ার লেজার উইপন? এগিয়ে কোন দেশ? | দৃশ্যপট | Israel-Palestine War,News,শান্তির নামে যুদ্ধ।এত মানবাধিকার সংগঠন!সবাই শান্তি চায়।,শান্তির নামে যুদ্ধ! এত মানবাধিকার সংগঠন! সবাই (শুধু) শান্তি চায়।,বাক্যগুলো আলাদা করতে এবং ভাব প্রকাশে বিস্ময় চিহ্ন (!) ব্যবহার করা হয়েছে। 'এত' এর আগে বিস্ময় চিহ্ন জোর বাড়িয়েছে। দ্বিতীয় বাক্যে অর্থের স্পষ্টতার জন্য '(শুধু)' যোগ করা যেতে পারে (ঐচ্ছিক)।
s21NZ19thvw,Holy FM,2020-12-16T13:38:50Z,কালজয়ী দেশাত্মবোধক গান | Eta Bangladesh | Muhib Khan | Holy FM,Entertainment,আমি পাকিস্তান মুসলিম  বাংলা ধন্য,"আমি পাকিস্তান মুসলিম বাংলা, ধন্য।","মুসলিম-মুসলিম, বাংলা ধন্য - বাংলা, ধন্য; Added a comma and changed the sentence structure for better readability and grammatical correctness."
bj-yxJw6pV4,Rtv Drama,2023-09-11T11:00:10Z,"Bhalobashar Rong | ভালোবাসার রং | Mumtaheena Toya, Shamol Mawla | Bangla New Natok 2023 | Rtv Drama",Entertainment,"তুমি সফল হলে ছেড়া জামাটাও ইতিহাস, আর তুমি ব্যর্থ হলে স্যুট পড়াটাও উপহাস।","তুমি সফল হলে ছেঁড়া জামাটাও ইতিহাস, আর তুমি ব্যর্থ হলে স্যুট পরাটাও উপহাস।","ছেড়া-ছেঁড়া, পড়া-পরা।"
sXBhfJCu3gQ,Science BD,2020-07-24T14:09:49Z,কতটা ভয়াবহ ছিল ১৯৯৮ সালের বন্যা ?😢 কাঁদতে বাধ্য হবেন | Flood in Bangladesh 1998 Documentary,Miscellaneous,আল্লাহ  আপনি  সাহায্য  করুন  👐👐👐😭😭😭😭😭,আল্লাহ আপনি সাহায্য করুন।,ইমোজিগুলো বাদ দেওয়া হয়েছে।
fUWzdzBubYU,Ki Keno Kivabe,2023-05-18T16:45:01Z,ইমরান খান কেন গ্রেফতার হয়েছিলেন ?,Politics,বর্তমান কালের সবচেয়ে জনপ্রিয় গেম ফ্রী ফায়ার সম্পর্কে একটি ভিডিও দিবেন please 🙏🏻🙏🏻,"বর্তমান কালের সবচেয়ে জনপ্রিয় গেম ফ্রী ফায়ার সম্পর্কে একটি ভিডিও দেবেন, প্লিজ।","দিবেন-দেবেন, please-প্লিজ, 🙏🏻🙏🏻-removed."
l6eL10Y3Dkw,Master Moshai - মাষ্টার মশাই,2022-04-03T13:50:01Z,কাতার 2022 বিশ্বকাপের সময়সূচি?Fifa World Cup 2022 Full Fixtures | Fifa World Cup 2022 Match Schedule,Sports,এবার আর্জেন্টিনার জিতবেই জিতবে আজকের জন্য শুভকামনা 😍😎😎😎🤘🤘🤘,এবার আর্জেন্টিনা জিতবেই। আজকের জন্য শুভকামনা। 😍😎😎😎🤘🤘🤘,"জিতবেই জিতবে' বাহুল্য দোষযুক্ত, 'জিতবেই' যথেষ্ট। বাক্য দুটিকে দাঁড়ি (।) দিয়ে আলাদা করা হয়েছে। ইমোজি রাখা হয়েছে।"
phwbUWLFbcE,Banglavision DRAMA,2022-07-21T11:00:09Z,Takar Khela | Eid Natok | Mosharraf Karim | Sallha Khanam Nadia | Mohon Ahmed | Bangla Natok 2022,Entertainment,মোশাররফ করিম ভাইয়ের মতো নিখুঁত অভিনেতা খুঁজে পাওয়া যায় না💖💝,মোশাররফ করিম ভাইয়ের মতো নিখুঁত অভিনেতা খুঁজে পাওয়া যায় না। 💖💝,মোশাররফ' এর প্রচলিত বানান ব্যবহার করা হয়েছে। শেষে দাঁড়ি (।) যোগ করা হয়েছে। ইমোজি রাখা হয়েছে।
ZzBL2kwtLpo,94.4 JAGO FM,2018-07-14T03:07:51Z,পরীর দেশে মানুষ নিয়ে কি করে পরীরা | Bhoot Studio,Entertainment,ভাই একটা মানুষের  কি করে দুই টা বাপ হয়   আমি জানি না  আপনারা জানেন  না কি,"ভাই, একটা মানুষের কী করে দুটো বাপ হয়, আমি জানি না। আপনারা জানেন নাকি?","সম্বোধন 'ভাই' এর পর কমা (,) বসেছে। 'কি' (how/what) অর্থে 'কী' ব্যবহৃত হয়েছে। 'দুই টা' কে 'দুটো' করা হয়েছে। বাক্য গঠন উন্নত করতে কমা (,) এবং প্রশ্নবোধক বাক্যের শেষে প্রশ্ন চিহ্ন (?) ব্যবহার করা হয়েছে।"
e4rYWAVnYV0,Bangladesh Student Council,2021-08-15T11:46:01Z,কি হয়েছিল সেই কলঙ্কিত রাতে! || A Documentary Film of 15 August || By Bangladesh Student Council,Miscellaneous,আল্লাহ  সবাই  কে পরপারে  ভালো  রাখুন।,আল্লাহ সবাইকে পরপারে ভালো রাখুন।,"কে-কে, রাখুন।-রাখুন।"
iK0gXMW_zPc,SOMOY TV,2023-10-09T09:45:09Z,ইসরাইলের সার্বভৌমত্ব রক্ষার হাতিয়ার লেজার উইপন? এগিয়ে কোন দেশ? | দৃশ্যপট | Israel-Palestine War,News,ধন্যবাদ ভাই আপনার দৃশ্য পট উপস্থাপন করবার জন্য,"ধন্যবাদ ভাই, আপনার দৃশ্যপট উপস্থাপন করবার জন্য।",আপনার দৃশ্য পট - আপনার দৃশ্যপট।
qumC5k372kg,AdvuTurea,2019-02-28T13:37:59Z,ভারত পাকিস্থান ১৯৭১/The Story Behind 1971 Indo-Pakistan war || Bengali ||,Miscellaneous,আপনি বলছেন বন্ধু বাংলাদেশের হিন্দুরা নাকি ভালো আছে কিন্তু হিন্দুর সংখ্যা এখন কত যুদ্ধের সময় বা কত ছিল একটু জানার দরকার আছে,"আপনি বলছেন বন্ধু, বাংলাদেশের হিন্দুরা নাকি ভালো আছে, কিন্তু হিন্দুদের সংখ্যা এখন কত, যুদ্ধের সময় কত ছিল, একটু জানার দরকার আছে।","বন্ধু-বন্ধু, নাকি ভালো আছে কিন্তু হিন্দুর সংখ্যা এখন কত যুদ্ধের সময় বা কত ছিল একটু জানার দরকার আছে-নাকি ভালো আছে, কিন্তু হিন্দুদের সংখ্যা এখন কত, যুদ্ধের সময় কত ছিল, একটু জানার দরকার আছে।"
QFR7mDXc1lA,Channel 24,2023-07-29T06:46:28Z,বিএনপির হামলার পর যা বললেন পুলিশের ঊর্ধ্বতন কর্মকর্তা | BNP | DMP | Channel 24,Politics,এগুলা কোন সাধারণ মানুষ না সব গুলা টাকা পায় মিছিলে আসার জন্য 😡😡,"এগুলো কোনো সাধারণ মানুষ না, সবগুলো টাকা পায় মিছিলে আসার জন্য। 😡😡","এগুলা - এগুলো, কোন - কোনো, সব গুলা - সবগুলো."
iDZfDEu4mUs,Channel i Movies,2021-10-04T13:42:06Z,Amar Bondhu Rashed | আমার বন্ধু রাশেদ | Humaira Himu | Raisul Islam Asad | Channel i Movies,Entertainment,হিমুর মারা যাওয়ার খবর শুনে কে কে আমার মত নাটকটি দেখতে আসছেন 😢😢,হিমুর মারা যাওয়ার খবর শুনে কে কে আমার মতো নাটকটি দেখতে আসছেন? 😢,"মত-মতো, আসছেন-আসছেন?, 😢😢-😢"
Nhnwe59bJos,Rtv News,2023-11-09T07:00:08Z,অনলাইন জুয়ার এজেন্টদের টার্গেট কনটেন্ট ক্রিয়েটররা | Online gambling | Rtv News,News,আসলে বড় বড় ব্যবসায়ীরা যে কোটি কোটি ডলার পাচার করছে সেটা দেখেননা কেনো,আসলে বড় বড় ব্যবসায়ীরা যে কোটি কোটি ডলার পাচার করছে সেটা দেখেন না কেন?,"দেখেননা-দেখেন না, কেনো-কেন।"
vswDsBl0upY,Gollachut Entertainment,2023-09-18T08:00:25Z,Boro loker Meye। বড় লোকের মেয়ে । New bangla Natok । Zaher Alvi। Samonty Shoumi। Mohin Khan,Entertainment,এই রকমের নাটক উপহার দেওয়ার জন্য পরিচালককে অসংখ্য ধন্যবাদ,এ ধরনের নাটক উপহার দেওয়ার জন্য পরিচালককে অসংখ্য ধন্যবাদ।,"এই রকমের - এ ধরনের, দেওয়ার - দেওয়ার।"
d2Q_baJu-Qk,Jamuna Sports,2023-11-08T15:00:40Z,টাইমড আউটে'র ঘটনায় কী বললেন পেস বোলিং কোচ অ্যালান ডোনাল্ড? | Timed Out | Jamuna Sports,Sports,এই সাকিব যে আরো কত নতুন ঘটনা ঘটাবে সেটা দেখার অপেক্ষায় থাকলাম,"এই সাকিব যে আরও কত নতুন ঘটনা ঘটাবে, সেটা দেখার অপেক্ষায় থাকলাম।","আরো-আরও, অপেক্ষায়-অপেক্ষায়. Comma (,) added after ঘটাবে for better readability."
UXyuBZ6bW_o,Desh TV News,2023-02-11T15:18:08Z,নারী ও উঠতি বয়সী মেয়েদের টার্গেট করতো দারাজের ডেলিভারিম্যান | DARAZ Delivery Man | Desh TV News,News,আর্জেন্টিনার মান সম্মান আছে তাদের জার্সি পড়ে এমন কুকর্ম করা উচিত নয়।,"আর্জেন্টিনার মানসম্মান আছে, তাদের জার্সি পরে এমন কুকর্ম করা উচিত নয়।","মান সম্মান' একসাথে 'মানসম্মান' লেখা হয়। 'পড়ে' (to fall) এর পরিবর্তে 'পরে' (to wear) হবে। 'নয়' এর প্রমিত রূপ 'নয়' ব্যবহৃত হয়েছে। কমা (,) ও দাঁড়ি (।) যোগ করা হয়েছে।"
