Video ID,Channel name,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
jJvoVohT4Kg,Omor On Fire,2023-11-20T12:30:07Z,Tiktok The End | Bangla Funny Video | Omor On Fire | It's Omor |,Entertainment,মামুন আর সবুজ কে আচ্ছা মত  ভরে দিয়েছে 😂😂😂খুবই অস্থির ছিল😂😂😂,মামুন আর সবুজকে আচ্ছা মতো/ভাবে/করে বকে/পিটিয়ে/ধোলাই দিয়েছে। 😂😂😂খুবই অস্থির ছিল😂😂😂,"কে - কে, মত - মতো/ভাবে/করে, ভরে দিয়েছে - বকে/পিটিয়ে/ধোলাই দিয়েছে।"
4pw6P53_xs0,BBC News বাংলা,2020-11-03T08:54:16Z,রেচেপ তাইয়েপ এরদোয়ান: রুটি ও শরবত বিক্রেতা থেকে যুদ্ধংদেহী তুর্কী প্রেসিডেন্ট,News,আল্লাহ উনাকে দীর্ঘজীবী করুন।ভালো মানুষ,আল্লাহ্‌ উনাকে দীর্ঘজীবী করুন। তিনি ভালো মানুষ।,Added missing verb and subject.
Uu967gl03MU,Zunaid Ahmed Palak,2016-03-08T17:34:27Z,বঙ্গবন্ধুর ঐতিহাসিক ৭ই মার্চের ভাষণ | Historical 07th March Speech of Bangabandhu,Politics,❤....আমার কৃতজ্ঞতা প্রকাশ করার ভাষা নেই,আমার কৃতজ্ঞতা প্রকাশের ভাষা নেই।,প্রকাশ করার-প্রকাশের
sATVkH2h-uA,Independent Television,2019-03-29T13:58:16Z,স্মার্ট ঢাকা'র স্বপ্ন কতটুকু পূরণ করতে পেরেছিলেন প্রয়াত মেয়র আনিসুল হক? | Ajker Bangladesh,Politics,আল্লাহ কেন ভালো মানুষকে তাড়াতাড়ি নিয়ে যান😭😭,আল্লাহ কেন ভালো মানুষদের তাড়াতাড়ি নিয়ে যান? 😭😭,"মানুষ-মানুষদের, যান😭😭-যান? 😭😭"
SRuaDgIxJ_w,BBC News বাংলা,2023-02-08T08:39:10Z,Turkey earthquake: সিরিয়ার ধ্বংসস্তূপ থেকে সুস্থ নবজাতক উদ্ধার,News,হে আল্লাহ শিশুটাকে নেক হায়াত দান কর,"হে আল্লাহ, শিশুটিকে নেক হায়াত দান করুন।","শিশুটাকে - শিশুটিকে, কর-করুন।"
AyF-P9Rma-E,Bappa Mazumder,2015-11-14T07:19:28Z,Pori - Bappa Mazumder,Entertainment,আমি তোমার জন্য এনে দেবো মেঘ থেকে বৃষ্টির ঝিরিঝিরি হাওয়া🌸,আমি তোমার জন্য মেঘ থেকে বৃষ্টির ঝিরিঝিরি হাওয়া এনে দেব।,দেবো - দেব।
e9VeNFdh9hI,E-Sound Music,2022-11-11T10:00:08Z,মানুষ বড়ই স্বার্থপর | Manush Boroi Sharthopor | Baul Sukumar (Official Video) Bangla Song 2022,Entertainment,এই গানের সাথে আমার অনেক মিল আছে 😭😭😭😭,এই গানের সাথে আমার অনেক মিল আছে।,Added a period at the end of the sentence for better readability.
jTK2MX2t10g,Rtv News,2023-08-04T11:15:59Z,অদ্ভুত পোশাকে নেট দুনিয়ায় হইচই নীল রানাউতের | Famous Fashion Show | Neel Ranaut | Rtv News,Miscellanous,কামরাঙার হার😮😮 ছবিগুলো কিন্তু দারুণ লেগেছে 😮😮,কামরাঙার ছবিগুলো কিন্তু দারুণ লেগেছে।,Removed unnecessary emojis.
cNLTHbY1Ndk,Eagle Movies,2017-12-09T10:37:15Z,Golapi Ekhon Traine | Bangla Full Movie | Farooque | Bobita | Tarana Halim | ATM Shamsuzzaman,Entertainment,সিনেমা নয় মনে হয় এ সমাজের বাস্তব ঘটনা দেখলাম,"সিনেমা নয়, মনে হয় এ সমাজের বাস্তব ঘটনা দেখলাম।","নয় মনে হয়-নয়, মনে হয়।"
JmYv0ZhYKXg,Rabbit Entertainment,2023-10-20T06:11:07Z,ছোটলোক জামাই চাই  | Prank King | Miraz Khan | Arohi Mim | Mamun Ar Rashid | Bangla New Natok 2023,Entertainment,নাটকটি অনেক মজার অনেক হাসলাম আমার মতো কার কার নাটকটি ভালো লেগেছে 😂😂😂😂😂,"নাটকটি অনেক মজার, অনেক হাসলাম। আমার মতো আর কার কার নাটকটি ভালো লেগেছে? 😂😂😂😂😂","কমা যুক্ত করা হয়েছে এবং বাক্যটিকে প্রশ্নবোধক করা হয়েছে।- অনেক মজার অনেক হাসলাম আমার মতো কার কার নাটকটি ভালো লেগেছে 😂😂😂😂😂 - নাটকটি অনেক মজার, অনেক হাসলাম। আমার মতো আর কার কার নাটকটি ভালো লেগেছে? 😂😂😂😂😂"
2QbPe-Zm37s,ATN News,2022-10-28T16:00:01Z,কারাগারে প্রেম? | Onusondhan O Somadhan | Crime Investigation News | ATN News,News,অসংখ্য ধন্যবাদ সাংবাদিক ভাই কে কারাগার ভিতরের চিত্র বা সত্যতা কথাগুলো সাংবাদিক মাধ্যমে তুলে ধরার জন্য আসলে এটাই হচ্ছে আমাদের বাংলাদেশে কাশিমপুর কেন্দ্রীয় কারাগার এর ব্যবস্থা,অসংখ্য ধন্যবাদ সাংবাদিক ভাইকে কারাগারের ভেতরের চিত্র বা সত্য কথাগুলো সাংবাদিকের মাধ্যমে তুলে ধরার জন্য। আসলে এটাই হচ্ছে আমাদের বাংলাদেশের কাশিমপুর কেন্দ্রীয় কারাগারের অবস্থা।,"কে-ভাইকে, কারাগার ভিতরের - কারাগারের ভেতরের, সত্যতা কথাগুলো/সত্যতা - সত্য কথাগুলো, সাংবাদিক মাধ্যমে - সাংবাদিকের মাধ্যমে, এর ব্যবস্থা - এর অবস্থা।"
BeBIyM-xAmQ,BBC News বাংলা,2022-04-20T07:03:15Z,আন্দালিব রহমান পার্থ: শেখ হাসিনার আত্মীয় হয়েও আওয়ামী লীগের কঠোর সমালোচনা কতটা চাপের?,News,"নেতার সাক্ষাৎকার এরকমই হওয়া উচিত, গর্ব হয় এই ভেবে যে উনি আমাদের বাংলাদেশের নেতা।",নেতার সাক্ষাৎকার এরকমই হওয়া উচিত। গর্ব হয় এই ভেবে যে তিনি আমাদের বাংলাদেশের নেতা।,"হওয়া-হওয়া, উনি-তিনি।"
OnRi6e6aiXQ,BBC News বাংলা,2021-10-15T15:39:29Z,"পূজা মণ্ডপে কোরআন: ঢাকা ও নোয়াখালীতে জুমার নামাজের পর বিক্ষোভ, সংঘর্ষ ও হামলা | BBC Bangla",News,"বিচার তো আল্লাহর কাছে  চেয়ে রাখলাম,,তিনি করবেন","বিচার তো আল্লাহর কাছে চেয়ে রাখলাম, তিনিই করবেন।",",, - ,: Removed extra comma and changed to comma. তিনি করবেন - তিনিই করবেন: No change."
H3b_gR7B_Po,SOMOY TV,2023-06-03T14:21:46Z,বিদ্যুৎ কেন নাই ব্যাখ্যা দিলেন প্রধানমন্ত্রী | Load Shedding Bangladesh | Sheikh Hasina | Somoy TV,News,মাননীয় প্রধানমন্ত্রী অনেক কষ্ট করে এই গরমে জীবন যাপন করছি😢,"মাননীয় প্রধানমন্ত্রী, আমরা অনেক কষ্ট করে এই গরমে জীবন যাপন করছি। 😢","মাননীয়-মাননীয়, করে-করে। Contextual improvement: Added ""আমরা"" to clarify who is experiencing hardship."
_EsSfTK06pc,Pinaki Bhattacharya,2024-01-17T13:05:49Z,হোক পালটা আঘাত || Pinaki Bhattacharya || The Untold,Miscellaneous,দেশ বাঁচাতে হলে প্রথমে দেশ প্রেমিক হতে হবে❤❤,"দেশ বাঁচাতে হলে, প্রথমে দেশপ্রেমিক হতে হবে।","দেশ প্রেমিক-দেশপ্রেমিক, হলে-হলে, ❤❤-removed."
hR-b0uwX1g0,G Series Bangla Movies,2016-06-22T19:34:59Z,Poddaboti | পদ্মাবতী | Bangla Full Movie | Waseem | Anju | Javed | Rozi Samad | Dilara,Entertainment,আগের ছবি গুলো সত্যি মনে রাখার মতো আর গান গুলোও মনে রাখার মতো,"আগের ছবিগুলো সত্যি মনে রাখার মতো, আর গানগুলোও মনে রাখার মতো।","ছবি গুলো - ছবিগুলো, গান গুলোও - গানগুলোও।"
