Video ID,Channel name,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
Cs56lXclISk,Maasranga News,2022-08-30T08:23:39Z,খালেদা জিয়া’র ব্যাপারে আর কত করবো ? প্রশ্ন প্রধানমন্ত্রীর | Sheikh Hasina | Khaleda Zia,Politics,তর অবস্থা আরো ভয়ংকর হবে শুধু সময়ের অপেক্ষার কর,"তোর অবস্থা আরও ভয়ংকর হবে, শুধু সময়ের অপেক্ষা কর।","তর-তোর, আরো-আরও, অপেক্ষার কর-অপেক্ষা কর।"
O447Od0KaG8,Rasel 2 million,2023-01-11T09:00:05Z,রাতারাতি টিকটকে ভাইরাল ডায়লগ | Mosharraf | Habu vai |Tawhid Afridi |  Bangla Viral Dialogue | R2M,Entertainment,"কমেন্ট করার সময় নাই,,,,তর নানিরে জিগা আমি কিরা 🐸","কমেন্ট করার সময় নাই, তোর নানিরে জিগা আমি কি রে 🐸।","তর - তোর, জিগা - জিজ্ঞাসা/জিগাও/জিজ্ঞেস কর, কিরা - কি রে।"
oMhNrwUpJOg,SOMOY TV,2023-08-01T13:00:09Z,"মীনা, রাজু, মিঠুর মিমিক্রি করে তাক লাগিয়ে দিয়েছেন অথৈ | Oitijya Authoi Roy | Voice Artist | Somoy TV",Entertainment,এটা ভালো কিছুই নয় আল্লাহর পথে থাকলে আরো ভালো হইতো আর আপনি যে পথে যাইতেছেন যা করতেছেন এগুলো আপনার মুসলিম মানুষের জন্য খুবই দুঃখজনক এটা ভালো কিছুই নয় ভালো কিছু করার চেষ্টা করেন ইনশাল্লাহ ভালো হবে আর এগুলা করলে জাহান্নাম ছাড়া উপায় নাই,"এটা ভালো কিছু নয়। আল্লাহর পথে থাকলে আরও ভালো হতো। আর আপনি যে পথে যাচ্ছেন, যা করছেন, এগুলো আপনার মতো মুসলিম মানুষের জন্য খুবই দুঃখজনক। এটা ভালো কিছু নয়। ভালো কিছু করার চেষ্টা করেন, ইনশাআল্লাহ ভালো হবে। আর এগুলা করলে জাহান্নাম ছাড়া উপায় নেই।","কিছুই-কিছু, থাকলে আরো ভালো হইতো-থাকলে আরও ভালো হতো, যাইতেছেন-যাচ্ছেন, করতেছেন-করছেন, এগুলা/এগুলো-এগুলো।"
Edhz5-43crM,BBC News বাংলা,2022-11-09T09:05:38Z,খেলা হবে' রাজনীতির মাঠে আবারও আলোচনায় কেন? | BBC Bangla,News,আওয়ামীলীগ তো খেলা দেখিয়ে ছিলো লগি আর বৌঠা দিয়া,আওয়ামী লীগ তো খেলা দেখিয়েছিল/দেখিয়েছিলো লগি আর বৈঠা দিয়ে।,"ছিলো-ছিল/ছিলো, বৌঠা-বৈঠা, দিয়া-দিয়ে।"
_EsSfTK06pc,Pinaki Bhattacharya,2024-01-17T13:05:49Z,হোক পালটা আঘাত || Pinaki Bhattacharya || The Untold,Miscellaneous,"আমাদের দরকার সবাই একসাথে এই কর্মসূচী পালন করা,👊👊👊👊ইনশাআল্লাহ জয় আসবে আমাদের।","আমাদের দরকার সবাই একসাথে এই কর্মসূচি পালন করা। ইনশাআল্লাহ, জয় আসবে আমাদের।","কর্মসূচী-কর্মসূচি, 👊👊👊👊-removed, ,ইনশাআল্লাহ-ইনশাআল্লাহ, ।- added."
Vn6LYuLT7ZA,Ki Keno Kivabe,2023-02-21T15:00:30Z,আদানির সাথে বিদ্যুৎ চুক্তি কতটা ক্ষতিকর ?,Miscellaneous,ভারত কে এমনিতেই টাকা দিয়ে দেওয়া উচিত। কারন তারা আমাদের বন্ধু।,ভারতকে এমনিতেই টাকা দিয়ে দেওয়া উচিত। কারণ তারা আমাদের বন্ধু।,কারন - কারণ।
vmFrsGYNLgQ,BBC News বাংলা,2020-08-15T09:00:13Z,শেখ মুজিব হত্যার পর জেনারেল জিয়া যে মন্তব্য করেছিলেন,News,"ভিডিও চিত্রের বক্তব্যে বুঝানো যায় যে, জিয়া এই কার্যের  জড়িত ছিলেন","ভিডিও চিত্রের বক্তব্যে বুঝানো যায় যে, জিয়া এই কার্যে জড়িত ছিলেন।",বুঝানো যায়-বোঝানো যায়। কার্যের-কাজে।
39iBgsiqp-I,MRM Studio,2023-06-03T15:40:56Z,Magic (ম্যাজিক) | Ankush & Oindrila | Bangla New Movie 2023,Entertainment,আমি সবচেয়ে বড় ভুল করেছি মূভিটার অ্যাক্সপ্লেনেশন  দেখে 😢😢😢তারপরও দেখছি এখন মূভিটা🎉🎉আগে অনেক খুঁজেছি পাইনি,"আমি সবচেয়ে বড় ভুল করেছি মুভিটার এক্সপ্লেনেশন দেখে 😢😢😢। তারপরও দেখছি এখন মুভিটা 🎉🎉। আগে অনেক খুঁজেছি, পাইনি।","মূভিটার-মুভিটার, অ্যাক্সপ্লেনেশন-এক্সপ্লেনেশন, তারপরও দেখছি এখন মূভিটা🎉🎉আগে-তারপরও দেখছি এখন মুভিটা 🎉🎉।, পাইনি-পাইনি।"
rVq0fr3XpME,ADYOPANTO,2021-04-05T04:00:12Z,দ্বিতীয় বিশ্বযুদ্ধ | ইতিহাসের ভয়াবহতম অধ্যায় | আদ্যোপান্ত | World War II | Adyopanto,Miscellaneous,আপনার চ্যানেলের সকল ভিডিও দেখার বিশেষত্ব হলো আপনার কন্ঠ ও বাচনভঙ্গি । আবারো ধন্যবাদ জানাচ্ছি,আপনার চ্যানেলের সকল ভিডিও দেখার বিশেষত্ব হলো আপনার কণ্ঠ ও বাচনভঙ্গি। আবারও ধন্যবাদ জানাচ্ছি।,কন্ঠ' এর সঠিক বানান 'কণ্ঠ'। 'আবারো' এর চেয়ে 'আবারও' বেশি প্রচলিত। বাক্যের শেষে দাঁড়ি ব্যবহার করা হয়েছে এবং তার আগের অতিরিক্ত স্পেস বাদ দেওয়া হয়েছে।
LLcDPW9300M,SOMOY TV,2023-09-28T06:09:00Z,বোরকা পরে চুরি করতে গিয়ে হাতেনাতে ধরা যুবক | Faridpur News | Somoy TV,News,যাদের বোরকায় দিমত তারা লেংটা হয়ে চল,"যাদের বোরকায় দ্বিমত, তারা উলঙ্গ হয়ে চলুক।","দিমত-দ্বিমত, লেংটা-উলঙ্গ, চল-চলুক।"
