Video ID,Channel name,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
tT5bIjghHlQ,DURBIN FILMS,2022-05-05T06:00:12Z,Beyain I Love You| বেয়াইন আই লাভ ইউ | Eid Natok 2022 | Tawsif Mahbub | Tanjin Tisha । Natok 2022,Entertainment,"জুস একটা নাটক,এমন নাটক জাতি আরো দেখতে চাই😂😂","জুস একটি নাটক, এমন নাটক জাতি আরও দেখতে চায়। 😂😂","একটা-একটি, আরো-আরও, চাই-চায়।"
wOr8GVI-1OU,Elias Hossain,2022-01-30T10:02:28Z,"সত্যকে ঢেকে মিথ্যা শেখানো হচ্ছে আমাদের, সত্য জানুন || ইতিহাসের আসল রুপ|| Behind The History || vol-1",Miscellaneous,"আমি ছোট মানুষ ভাই এতকিছু জানতাম না তবে কেন জানি কখনো একটু ও ভালবাসা জন্ম হইনাই আওয়ামী লীগের জন্য,বিশ্বাস হইনা তাদের কর্মকাণ্ড গুলা😢😢","আমার ছোট মানুষ ভাই, এতকিছু জানতাম না। তবে কেন জানি কখনো একটুও ভালোবাসা জন্ম হয়নি আওয়ামী লীগের জন্য, বিশ্বাস হয় না তাদের কর্মকাণ্ডগুলো। 😢😢","আমি-আমার, ছোট-ছোট, ও-ও, হইনাই-হয়নি, গুলা-গুলো।"
H2If6g3TH8I,SOMOY TV,2020-10-21T09:23:30Z,"ফ্ল্যাটে নায়লা নাঈমের বিড়ালের খামার, অতিষ্ঠ ভবন বাসিন্দারা | Naila Nayem | Somoy Entertainment",Miscellanous,নিজের জন্য অন্য মানুষ কে কষট     দেওয়া        ইসলামের দৃষ্টিতে এটা সম্পূর্ণ হারাম বা নিষিদ্ধ.........🌹🧛🌹🧛🌹🧛🧛🧛,নিজের জন্য অন্য মানুষকে কষ্ট দেওয়া ইসলামের দৃষ্টিতে এটা সম্পূর্ণ হারাম বা নিষিদ্ধ।,"মানুষ কে-মানুষকে, কষট-কষ্ট, দেওয়া        ইসলামের-দেওয়া ইসলামের, .........🌹🧛🌹🧛🌹🧛🧛🧛-।"
gFXUlKhDmQI,Jamuna TV,2021-06-08T14:45:03Z,এভাবেই ম্যাচ পাতানো হয় ঘরোয়া ক্রিকেটে! | DPL_Cricket,Sports,"শুধু যে আম্পায়ার দোষী তা কিন্তু নয়,খেলোয়াড় ও টিম ম্যানেজমেন্ট হলো নাটের গুরু","শুধু যে আম্পায়ার দোষী তা কিন্তু নয়, খেলোয়াড় ও টিম ম্যানেজমেন্ট হল নাটের গুরু।",হলো-হল।
cqoXTyiSoKM,Cinemawala Entertainment,2020-10-17T12:04:36Z,যেমন কর্ম তেমন ফল 😋😋 যারা দূরে চলে গিয়ে আবার ফিরে আসে তাঁদের কি বলা উচিৎ আসলে!,Entertainment,সময় আসলে সবাই কে চেনা যাই😇,সময় আসলে সবাই কে চেনা যায়।,যাই-যায়।
_uHq_mxpzlY,Fact Tube Bengali,2022-01-01T05:15:01Z,কিউট বেবিদের কাজকর্ম দেখলে আপনিওহাসি থামাতেপারবেননা😂 baby video baby video | cute child,Entertainment,4.10 তিন বছর পর স্কুল খুললো স্কুল যেতে হেবি মজা 😃😃😃😃😃😀😀😀😄😄😄😄 very happy,৪.১০ তিন বছর পর স্কুল খুলল। স্কুলে যেতে খুব মজা 😃😃😃😃😃😀😀😀😄😄😄😄 Very happy.,"খুললো-খুলল, যেতে-যেতে, হেবি-খুব, Very happy-Very happy."
wOr8GVI-1OU,Elias Hossain,2022-01-30T10:02:28Z,"সত্যকে ঢেকে মিথ্যা শেখানো হচ্ছে আমাদের, সত্য জানুন || ইতিহাসের আসল রুপ|| Behind The History || vol-1",Miscellaneous,আলহামদুলিল্লাহ ইলিয়াস ভাই ধন্যবাদ এতো সুন্দর ভাবে সঠিক ইতিহাস বিশ্লেষণ ও উপস্থাপন করার জন্য।,"আলহামদুলিল্লাহ, ইলিয়াস ভাই। ধন্যবাদ এত সুন্দরভাবে সঠিক ইতিহাস বিশ্লেষণ ও উপস্থাপন করার জন্য।","এতো - এত, ভাই ধন্যবাদ - ভাই। ধন্যবাদ।"
E9lKXTRYr1w,SOMOY TV,2018-10-11T10:21:13Z,H2O নিয়ে মুখ খুললো মিস ওয়ার্ল্ড বাংলাদেশ ২০১৮ এর অন্য ফাইনালিষ্টরা | Miss World Bangladesh 2018,Entertainment,এমন ইলজিক্যাল উত্তর আমার কিছু বলার নাই 😂😂😂😂,এমন অযৌক্তিক উত্তরে আমার কিছু বলার নেই।,"ইলজিক্যাল-অযৌক্তিক, নাই-নেই।"
hRIooJ7Pkb8,Life_2711,2022-05-13T15:00:30Z,মনে পড়ে? ৮০ দশকের বিটিভির সেই সুর। 80's morning show music of Bangladesh Television (BTV)। Life_2711,Entertainment,আহ সেই সোনালী দিন আমার প্রিয় মাতৃভূমি তুমি একটুও বদলাও নি বদলে গেছি আমরা সার্থপর মানুষগুলি 😢,"আহ, সেই সোনালী দিন। আমার প্রিয় মাতৃভূমি, তুমি একটুও বদলাওনি; বদলে গেছি আমরা, স্বার্থপর মানুষগুলি 😢।","সেই সোনালী দিন আমার প্রিয় মাতৃভূমি তুমি একটুও বদলাও নি বদলে গেছি আমরা সার্থপর মানুষগুলি 😢 - আহ, সেই সোনালী দিন। আমার প্রিয় মাতৃভূমি, তুমি একটুও বদলাওনি; বদলে গেছি আমরা, স্বার্থপর মানুষগুলি 😢।"
Vn6LYuLT7ZA,Ki Keno Kivabe,2023-02-21T15:00:30Z,আদানির সাথে বিদ্যুৎ চুক্তি কতটা ক্ষতিকর ?,Miscellaneous,লানত ও ধিক্কার জানাই এইরকম দেশবিরোধিদের প্রতি,লানত ও ধিক্কার জানাই এই রকম দেশবিরোধীদের প্রতি।,"এইরকম-এই রকম, দেশবিরোধিদের-দেশবিরোধীদের।"
