Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,corrected_text,generated_reason
jTK2MX2t10g,Rtv News,2023-08-04T11:15:59Z,অদ্ভুত পোশাকে নেট দুনিয়ায় হইচই নীল রানাউতের | Famous Fashion Show | Neel Ranaut | Rtv News,Miscellanous,সাংবাদিক এর চেহারা সেই লাগছে,সাংবাদিকের চেহারা সেই লাগছে।,সাংবাদিক এর - সাংবাদিকের।
_jhKcX7ua60,AGAMi TV,2021-09-28T14:46:54Z,খোকা থেকে বঙ্গবন্ধু জাতির পিতা - বাংলাদেশে প্রথম পূর্ণদৈর্ঘ্য এনিমেশন চলচ্চিত্র,Entertainment ,"ধন্যবাদ, বঙ্গবন্ধুকে নিয়ে অসাধারণ একটি ছবি তৈরি করার জন্য","ধন্যবাদ, বঙ্গবন্ধুকে নিয়ে অসাধারণ একটি ছবি তৈরি করার জন্য।",No changes needed.
zHsfmphP_nE,TEDx Talks,2019-02-13T15:34:37Z,বাঙালীর সংস্কৃতিমনস্কতা কি কমে যাচ্ছে? | Chandril Bhattacharya | TEDxHITKolkata,Miscellaneous,বাঙালির সংস্কৃতি মনস্কতা কমে যাচ্ছে কি বলা সম্ভব নয়।  কিন্তু মানসিকতার যে অতি পরিবর্তন ঘটেছে তাতে মনোনিবেশ করাটা সংস্কৃতির প্রতি একটু সমস্যা হয়ে দাঁড়াচ্ছে..!,"বাঙালির সংস্কৃতিমনস্কতা কমে যাচ্ছে, তা বলা সম্ভব নয়। কিন্তু মানসিকতার যে অতি পরিবর্তন ঘটেছে, তাতে মনোনিবেশ করাটা সংস্কৃতির প্রতি একটি সমস্যা হয়ে দাঁড়াচ্ছে।","সংস্কৃতি মনস্কতা-সংস্কৃতিমনস্কতা, কি-তা, অতি পরিবর্তন ঘটেছে তাতে-যে অতি পরিবর্তন ঘটেছে, তাতে, একটু-একটি।"
SRuaDgIxJ_w,BBC News বাংলা,2023-02-08T08:39:10Z,Turkey earthquake: সিরিয়ার ধ্বংসস্তূপ থেকে সুস্থ নবজাতক উদ্ধার,News,আল্লাহ তুমি সবাই কে রক্ষা করো 🥺💙🙂,আল্লাহ তুমি সবাইকে রক্ষা করো।,সবাই কে - সবাইকে।
xSgrBJn5q68,Rtv News,2023-07-21T10:46:47Z,চাপাতি দিয়ে কুপিয়ে যুবলীগ কর্মীকে হ'ত্যা | Jubo League workers | Murder | Rtv News,News,এটা কোন জীবন হলো! হায় রে রাজনীতি!  মেয়ে টার জীবন শেষ হয়ে গেলো! 😢,এটা কেমন জীবন হলো! হায় রে রাজনীতি! মেয়েটির জীবন শেষ হয়ে গেল! 😢,"কোন-কেমন, টার-টির, গেলো-গেল।"
9s1ev89caO4,Jamuna TV,2022-06-26T13:40:00Z,পদ্মা সেতুর নাটবল্টু খুলে টিকটক ভিডিও! যুবক গ্রেফতার | Padma Bridge Screw,News,আমাদের দেশের আইনের নিয়ম কারণ বড়ই আজব,আমাদের দেশের আইনের নিয়মকানুন বড়ই আজব।,নিয়ম কারণ-নিয়মকানুন।
AZ-BIGbWWyI,DBC NEWS,2023-08-10T02:45:43Z,রাজধানীর মগবাজার ফ্লাইওভারে 'রহস্যজনক সুড়ঙ্গ' | DBC NEWS,News,শেক হাসিনার উন্নয়ন রে ভাই 😢😅,শেখ হাসিনার উন্নয়ন রে ভাই।,শেক-শেখ।
CF1qblfzrWw,Nagorik TV,2024-01-17T16:43:40Z,মাছের কাটা কিনে খাচ্ছেন মানুষ! Nagorik TV Special,News,আল্লাহ আপনি  গরীব অসহায় মানুষদের  সহায়তা করুন।,"আল্লাহ, আপনি গরিব অসহায় মানুষদের সহায়তা করুন।","আপনি - আল্লাহ,-আল্লাহ,, গরীব - গরিব."
TBPXE06_CgU,Laugh & Cough,2023-03-03T13:00:21Z,তনির মেয়ে সানভীকে বস্তি বলায় খুবই রেগে গেল Sanvee's By Tony |,Miscellanous,আপনি সামনে এগিয়ে যান  ফালতু লোকের  কথাই কান দিয়েন না,"আপনি সামনে এগিয়ে যান, ফালতু লোকের কথায় কান দিয়েন না।",Added a comma after যান.
Wli6ESjstlU,BigganPiC,2023-04-17T08:00:20Z,"চাঁদ সমাচার Moon orbit,  Moon phases, Solar eclipse and Lunar eclipse explained in Bangla Ep 108",Miscellaneous,"অনেক সহজ করে বুঝলাম,,, অসংখ্য ধন্যবাদ ভাই।","অনেক সহজ করে বুঝলাম, অসংখ্য ধন্যবাদ ভাই।","বুঝলাম,,, - বুঝলাম,"
